ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"ENSG00000012817.16"	"KDM5D"	chrY	-	19706440	19706863	19706440	19706640	19706793	19706863	0	93	52			148	74	NA	NA	0.472		NA
1	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19588369	19589612	19588369	19588650	19589526	19589612	1	20	0			148	74	NA	NA	1.0		NA
3	"ENSG00000176728.10"	"TTTY14"	chrY	-	19041369	19043346	19041369	19041586	19043162	19043346	3	21	1			148	74	NA	NA	0.913		NA
4	"ENSG00000176728.10"	"TTTY14"	chrY	-	19043162	19044695	19043162	19043346	19044541	19044695	4	24	1			148	74	NA	NA	0.923		NA
5	"ENSG00000176728.10"	"TTTY14"	chrY	-	19043162	19044695	19043162	19043346	19044661	19044695	5	33	0			148	74	NA	NA	1.0		NA
15	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154449882	154449931	15	25	50			148	74	NA	NA	0.2		NA
16	"ENSG00000147403.18"	"RPL10"	chrX	+	154398376	154398542	154398376	154398394	154398496	154398542	16	218	1653			148	74	NA	NA	0.062		NA
17	"ENSG00000147403.18"	"RPL10"	chrX	+	154399337	154399594	154399337	154399396	154399486	154399594	17	602	6374			148	74	NA	NA	0.045		NA
18	"ENSG00000147403.18"	"RPL10"	chrX	+	154399802	154400626	154399802	154399941	154400463	154400626	18	408	11133			148	74	NA	NA	0.018		NA
19	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154350908	154351696	19	160	2943			148	74	NA	NA	0.026		NA
20	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696	20	191	9			148	74	NA	NA	0.914		NA
21	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154350908	154351041	154351580	154351696	21	179	2611			148	74	NA	NA	0.033		NA
22	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154365744	154365801	154366023	154366224	22	216	4			148	74	NA	NA	0.964		NA
23	"ENSG00000102032.13"	"RENBP"	chrX	-	153944079	153944418	153944079	153944155	153944308	153944418	23	10	21			148	74	NA	NA	0.192		NA
24	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932315	153932431	24	45	130			148	74	NA	NA	0.148		NA
25	"ENSG00000180879.14"	"SSR4"	chrX	+	153798070	153798493	153798070	153798136	153798328	153798493	25	7	222			148	74	NA	NA	0.016		NA
26	"ENSG00000184343.11"	"SRPK3"	chrX	+	153781115	153781346	153781115	153781145	153781282	153781346	26	10	0			148	74	NA	NA	1.0		NA
27	"ENSG00000184343.11"	"SRPK3"	chrX	+	153783973	153784213	153783973	153784021	153784120	153784213	27	17	0			148	74	NA	NA	1.0		NA
28	"ENSG00000184343.11"	"SRPK3"	chrX	+	153783973	153784213	153783973	153784024	153784120	153784213	28	15	0			148	74	NA	NA	1.0		NA
29	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153777527	153778095	153777527	153777688	153777947	153778095	29	8	41			148	74	NA	NA	0.089		NA
30	"ENSG00000063587.15"	"ZNF275"	chrX	+	153346818	153352926	153346818	153347655	153347753	153352926	30	44	0			148	74	NA	NA	1.0		NA
37	"ENSG00000171100.16"	"MTM1"	chrX	+	150660370	150663609	150660370	150660484	150663432	150663609	37	1	35			148	74	NA	NA	0.014		NA
41	"ENSG00000147274.14"	"RBMX"	chrX	-	136872267	136875168	136872267	136872345	136875085	136875168	41	150	155			148	74	NA	NA	0.326		NA
42	"ENSG00000147274.14"	"RBMX"	chrX	-	136879016	136879453	136879016	136879123	136879318	136879453	42	48	477			148	74	NA	NA	0.048		NA
43	"ENSG00000147274.14"	"RBMX"	chrX	-	136879016	136879453	136879016	136879158	136879318	136879453	43	60	0			148	74	NA	NA	1.0		NA
46	"ENSG00000156531.18"	"PHF6"	chrX	+	134425200	134428768	134425200	134425330	134426161	134428768	46	171	5			148	74	NA	NA	0.945		NA
47	"ENSG00000102034.18"	"ELF4"	chrX	-	130081255	130081539	130081255	130081312	130081436	130081539	47	171	2			148	74	NA	NA	0.977		NA
48	"ENSG00000101972.20"	"STAG2"	chrX	+	124090574	124090964	124090574	124090764	124090853	124090964	48	12	14			148	74	NA	NA	0.3		NA
49	"ENSG00000158290.19"	"CUL4B"	chrX	-	120538123	120538770	120538123	120538209	120538659	120538770	49	31	91			148	74	NA	NA	0.146		NA
51	"ENSG00000101843.19"	"PSMD10"	chrX	-	108087952	108088099	108087952	108087972	108088095	108088099	51	138	1			148	74	NA	NA	0.986		NA
52	"ENSG00000147224.13"	"PRPS1"	chrX	+	107649939	107651026	107649939	107650522	107650577	107651026	52	61	2			129	74	NA	NA	0.946		NA
57	"ENSG00000126953.8"	"TIMM8A"	chrX	-	101345660	101348401	101345660	101346660	101348060	101348401	57	12	0			148	74	NA	NA	1.0		NA
58	"ENSG00000187325.5"	"TAF9B"	chrX	-	78137748	78138098	78137748	78137883	78137961	78138098	58	68	14			148	74	NA	NA	0.708		NA
