ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ENSG00000012817.16"	"KDM5D"	chrY	-	19709450	19710260	19709450	19709809	19710375	19710472	1	28	72			148	74	NA	NA	0.163		NA
2	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715822	19716111	19715822	19716004	19716278	19716473	2	115	22			148	74	NA	NA	0.723		NA
3	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715822	19716111	19715822	19716004	19716595	19716715	3	86	4			148	74	NA	NA	0.915		NA
4	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19588369	19589612	19589520	19589612	19587209	19587507	4	10	14			148	74	NA	NA	0.263		NA
5	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19591779	19591959	19591919	19591959	19589520	19589612	5	20	0			148	74	NA	NA	1.0		NA
6	"ENSG00000183878.16"	"UTY"	chrY	-	13358463	13358619	13358463	13358553	13359087	13359222	6	9	4			140	74	NA	NA	0.543		NA
14	"ENSG00000203879.12"	"GDI1"	chrX	+	154438475	154438630	154438522	154438630	154437153	154437299	14	3	47			121	74	NA	NA	0.038		NA
15	"ENSG00000147403.18"	"RPL10"	chrX	+	154399802	154400626	154400463	154400626	154399486	154399594	15	10278	2			148	74	NA	NA	1.0		NA
16	"ENSG00000196924.19"	"FLNA"	chrX	-	154353000	154353221	154353000	154353204	154353295	154353457	16	10	2097			91	74	NA	NA	0.004		NA
17	"ENSG00000196924.19"	"FLNA"	chrX	-	154365135	154365259	154365135	154365257	154365348	154365486	17	1798	3			76	74	NA	NA	0.998		NA
18	"ENSG00000169057.24"	"MECP2"	chrX	-	154056940	154057254	154056940	154057179	154057742	154057842	18	21	3			148	74	NA	NA	0.778		NA
19	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058548	154058398	154058522	154092183	154092307	19	10	2			100	74	NA	NA	0.787		NA
20	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058566	154058398	154058522	154092183	154092307	20	23	2			118	74	NA	NA	0.878		NA
