ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
14	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	14	103	329			148	74	NA	NA	0.135		NA
15	"ENSG00000169057.24"	"MECP2"	chrX	-	154033438	154034174	154033923	154034174	154032458	154032557	15	17	0			148	74	NA	NA	1.0		NA
17	"ENSG00000102032.13"	"RENBP"	chrX	-	153944079	153944418	153944308	153944418	153943894	153943970	17	17	0			148	74	NA	NA	1.0		NA
18	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	18	48	0			148	74	NA	NA	1.0		NA
19	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	19	21	0			92	74	NA	NA	1.0		NA
24	"ENSG00000185825.17"	"BCAP31"	chrX	-	153702934	153703058	153703039	153703058	153702006	153702107	24	349	0			148	74	NA	NA	1.0		NA
25	"ENSG00000185825.17"	"BCAP31"	chrX	-	153724260	153724388	153724333	153724388	153723152	153723288	25	5	36			147	74	NA	NA	0.065		NA
33	"ENSG00000197021.9"	"EOLA2"	chrX	-	149937413	149937480	149937432	149937480	149934004	149934137	33	5	27			93	74	NA	NA	0.128		NA
34	"ENSG00000197620.11"	"EOLA1"	chrX	+	149542018	149542085	149542018	149542066	149545367	149545500	34	0	13			93	74	NA	NA	0.0		NA
40	"ENSG00000101972.20"	"STAG2"	chrX	+	124090574	124090964	124090574	124090764	124094017	124094144	40	4	63			148	74	NA	NA	0.031		NA
44	"ENSG00000158290.19"	"CUL4B"	chrX	-	120538117	120538209	120538123	120538209	120536926	120537034	44	9	4			80	74	NA	NA	0.675		NA
48	"ENSG00000101901.12"	"ALG13"	chrX	+	111681169	111681424	111681169	111681299	111682131	111682294	48	38	5			148	74	NA	NA	0.792		NA
49	"ENSG00000101901.12"	"ALG13"	chrX	+	111682131	111682294	111682131	111682235	111684964	111685103	49	24	0			133	74	NA	NA	1.0		NA
51	"ENSG00000101901.12"	"ALG13"	chrX	+	111682131	111682300	111682131	111682294	111684964	111685103	51	0	15			80	74	NA	NA	0.0		NA
55	"ENSG00000147224.13"	"PRPS1"	chrX	+	107628427	107628750	107628427	107628482	107639294	107639478	55	32	0			148	74	NA	NA	1.0		NA
62	"ENSG00000225470.8"	"JPX"	chrX	+	73944317	73944465	73944317	73944414	73944583	73944662	62	23	0			125	74	NA	NA	1.0		NA
65	"ENSG00000230590.12"	"FTX"	chrX	-	74292168	74292351	74292325	74292351	74281701	74281848	65	13	0			148	74	NA	NA	1.0		NA
69	"ENSG00000184634.17"	"MED12"	chrX	+	71126968	71127241	71126968	71127132	71127335	71128120	69	37	23			148	74	NA	NA	0.446		NA
70	"ENSG00000184634.17"	"MED12"	chrX	+	71127892	71128120	71127892	71128029	71128295	71128440	70	26	2			148	74	NA	NA	0.867		NA
71	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71128853	71128597	71128718	71129113	71129215	71	11	23			148	74	NA	NA	0.193		NA
72	"ENSG00000184634.17"	"MED12"	chrX	+	71135091	71135374	71135091	71135253	71136280	71136655	72	16	22			148	74	NA	NA	0.267		NA
76	"ENSG00000147168.13"	"IL2RG"	chrX	-	71110155	71110688	71110503	71110688	71109227	71109390	76	59	64			148	74	NA	NA	0.316		NA
79	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65523707	65523559	65523707	65517986	65518465	79	10	45			148	74	NA	NA	0.1		NA
80	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65529258	65529211	65529258	65524964	65525050	80	56	8			148	74	NA	NA	0.778		NA
81	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528875	65529258	65528963	65529258	65528259	65528369	81	16	0			148	74	NA	NA	1.0		NA
82	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528875	65529258	65529211	65529258	65528259	65528369	82	42	6			148	74	NA	NA	0.778		NA
83	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528963	65529258	65529211	65529258	65528259	65528369	83	41	6			148	74	NA	NA	0.774		NA
91	"ENSG00000130119.17"	"GNL3L"	chrX	+	54539039	54539500	54539039	54539101	54540134	54540242	91	0	78			148	74	NA	NA	0.0		NA
92	"ENSG00000130119.17"	"GNL3L"	chrX	+	54540134	54540242	54540134	54540238	54541272	54541389	92	54	0			78	74	NA	NA	1.0		NA
93	"ENSG00000126012.13"	"KDM5C"	chrX	-	53193772	53193851	53193781	53193851	53193436	53193636	93	183	168			83	74	NA	NA	0.493		NA
98	"ENSG00000147144.13"	"CCDC120"	chrX	+	49061958	49062104	49061958	49062058	49062234	49062325	98	22	0			120	74	NA	NA	1.0		NA
99	"ENSG00000147144.13"	"CCDC120"	chrX	+	49061958	49062117	49061958	49062058	49062234	49062325	99	46	0			133	74	NA	NA	1.0		NA
100	"ENSG00000147144.13"	"CCDC120"	chrX	+	49061958	49062117	49061958	49062104	49062234	49062325	100	24	0			87	74	NA	NA	1.0		NA
101	"ENSG00000147144.13"	"CCDC120"	chrX	+	49062234	49062325	49062234	49062289	49062467	49062601	101	25	5			110	74	NA	NA	0.771		NA
102	"ENSG00000068308.15"	"OTUD5"	chrX	-	48934695	48934867	48934710	48934867	48934463	48934612	102	3	33			89	74	NA	NA	0.07		NA
103	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48909813	48909996	48909852	48909996	48906391	48906543	103	10	0			113	74	NA	NA	1.0		NA
104	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48911468	48911646	48911506	48911646	48909813	48909996	104	31	0			112	74	NA	NA	1.0		NA
105	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48911468	48911646	48911545	48911646	48909813	48909996	105	41	6			148	74	NA	NA	0.774		NA
106	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48911506	48911646	48911545	48911646	48909813	48909996	106	14	6			113	74	NA	NA	0.604		NA
107	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48911545	48911958	48911858	48911958	48909813	48909996	107	55	0			148	74	NA	NA	1.0		NA
108	"ENSG00000102317.18"	"RBM3"	chrX	+	48575560	48575667	48575560	48575630	48576313	48576419	108	902	0			111	74	NA	NA	1.0		NA
109	"ENSG00000102317.18"	"RBM3"	chrX	+	48575560	48576083	48575560	48575630	48576313	48576419	109	326	0			148	74	NA	NA	1.0		NA
110	"ENSG00000102317.18"	"RBM3"	chrX	+	48575560	48576083	48575560	48575667	48576313	48576419	110	31	595			148	74	NA	NA	0.025		NA
111	"ENSG00000102225.17"	"CDK16"	chrX	+	47222260	47222380	47222260	47222342	47223551	47223759	111	9	6			112	74	NA	NA	0.498		NA
112	"ENSG00000102225.17"	"CDK16"	chrX	+	47224384	47224518	47224384	47224476	47224617	47224743	112	123	4			116	74	NA	NA	0.951		NA
113	"ENSG00000182872.16"	"RBM10"	chrX	+	47179879	47180040	47179879	47180037	47180211	47180309	113	13	6			77	74	NA	NA	0.676		NA
114	"ENSG00000147050.17"	"KDM6A"	chrX	+	45090722	45090864	45090722	45090832	45107409	45107536	114	41	0			106	74	NA	NA	1.0		NA
119	"ENSG00000147044.23"	"CASK"	chrX	-	41853096	41853227	41853114	41853227	41787177	41787283	119	9	18			92	74	NA	NA	0.287		NA
120	"ENSG00000215301.11"	"DDX3X"	chrX	+	41333347	41334297	41333347	41333783	41337407	41337465	120	40	0			148	74	NA	NA	1.0		NA
121	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41341483	41341616	121	84	9			148	74	NA	NA	0.824		NA
122	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41344128	41343736	41343822	41344238	41344399	122	121	0			148	74	NA	NA	1.0		NA
123	"ENSG00000215301.11"	"DDX3X"	chrX	+	41344238	41344564	41344238	41344399	41345179	41345324	123	21	80			148	74	NA	NA	0.116		NA
124	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347314	41347454	41347314	41347451	41347639	41349884	124	1	101			77	74	NA	NA	0.009		NA
128	"ENSG00000124486.14"	"USP9X"	chrX	+	41229566	41229827	41229566	41229779	41230500	41230596	128	7	33			122	74	NA	NA	0.114		NA
129	"ENSG00000183337.18"	"BCOR"	chrX	-	40052112	40052400	40052218	40052400	40049814	40049991	129	16	0			148	74	NA	NA	1.0		NA
131	"ENSG00000156313.15"	"RPGR"	chrX	-	38287860	38288041	38287864	38288041	38287093	38287245	131	17	0			78	74	NA	NA	1.0		NA
135	"ENSG00000165195.16"	"PIGA"	chrX	-	15331215	15331992	15331589	15331992	15325913	15326046	135	25	9			148	74	NA	NA	0.581		NA
136	"ENSG00000165195.16"	"PIGA"	chrX	-	15331215	15331992	15331819	15331992	15325913	15326046	136	20	0			148	74	NA	NA	1.0		NA
137	"ENSG00000165195.16"	"PIGA"	chrX	-	15331215	15331992	15331873	15331992	15325913	15326046	137	11	4			148	74	NA	NA	0.579		NA
138	"ENSG00000165195.16"	"PIGA"	chrX	-	15331589	15331992	15331819	15331992	15325913	15326046	138	24	0			148	74	NA	NA	1.0		NA
139	"ENSG00000165195.16"	"PIGA"	chrX	-	15331589	15331992	15331873	15331992	15325913	15326046	139	15	4			148	74	NA	NA	0.652		NA
140	"ENSG00000165195.16"	"PIGA"	chrX	-	15331819	15331992	15331873	15331992	15325913	15326046	140	6	4			128	74	NA	NA	0.464		NA
142	"ENSG00000046651.16"	"OFD1"	chrX	+	13756577	13756771	13756577	13756767	13757659	13757790	142	0	12			78	74	NA	NA	0.0		NA
143	"ENSG00000196459.15"	"TRAPPC2"	chrX	-	13734043	13734185	13734049	13734185	13719870	13719982	143	14	0			80	74	NA	NA	1.0		NA
145	"ENSG00000005302.19"	"MSL3"	chrX	+	11766960	11767052	11766960	11767046	11767144	11767286	145	19	0			80	74	NA	NA	1.0		NA
146	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11768682	11763779	11765729	11772155	11772255	146	64	0			148	74	NA	NA	1.0		NA
149	"ENSG00000130021.15"	"PUDP"	chrX	-	7105619	7105838	7105748	7105838	7077219	7077449	149	13	0			148	74	NA	NA	1.0		NA
155	"ENSG00000196576.16"	"PLXNB2"	chr22	-	50294718	50294778	50294725	50294778	50289516	50290597	155	10	4			81	74	NA	NA	0.695		NA
158	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50220191	50221874	50220250	50221874	50219956	50220015	158	65	12			133	74	NA	NA	0.751		NA
159	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50220191	50221874	50221274	50221874	50219956	50220015	159	83	0			148	74	NA	NA	1.0		NA
160	"ENSG00000128159.12"	"TUBGCP6"	chr22	-	50220250	50221874	50221274	50221874	50219956	50220015	160	95	0			148	74	NA	NA	1.0		NA
167	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42627604	42628281	42628151	42628281	42627303	42627389	167	102	0			148	74	NA	NA	1.0		NA
168	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42636478	42636598	42636584	42636598	42631377	42631450	168	17	0			148	74	NA	NA	1.0		NA
169	"ENSG00000100243.22"	"CYB5R3"	chr22	-	42636584	42636846	42636714	42636846	42631377	42631450	169	6	30			148	74	NA	NA	0.091		NA
171	"ENSG00000205702.12"	"CYP2D7"	chr22	-	42141511	42141675	42141533	42141675	42141151	42141339	171	2	10			96	74	NA	NA	0.134		NA
