ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4	"ENSG00000012817.16"	"KDM5D"	chrY	-	19708243	19708423	19708321	19708423	19707933	19708071	4	185	4			148	74	NA	NA	0.959		NA
5	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715583	19715739	19715614	19715739	19710375	19710472	5	17	6			105	74	NA	NA	0.666		NA
6	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19567349	19567570	19567349	19567482	19587209	19587507	6	31	24			148	74	NA	NA	0.392		NA
8	"ENSG00000176728.10"	"TTTY14"	chrY	-	19044541	19044695	19044661	19044695	19043162	19043346	8	12	0			148	74	NA	NA	1.0		NA
9	"ENSG00000183878.16"	"UTY"	chrY	-	13355002	13355398	13355374	13355398	13335562	13336335	9	168	0			148	74	NA	NA	1.0		NA
15	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	15	93	620			148	74	NA	NA	0.07		NA
17	"ENSG00000102032.13"	"RENBP"	chrX	-	153944079	153944155	153944121	153944155	153943894	153943970	17	12	0			116	74	NA	NA	1.0		NA
19	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	19	118	1			148	74	NA	NA	0.983		NA
20	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	20	88	8			92	74	NA	NA	0.898		NA
25	"ENSG00000185825.17"	"BCAP31"	chrX	-	153702934	153703058	153703039	153703058	153702006	153702107	25	425	0			148	74	NA	NA	1.0		NA
26	"ENSG00000185825.17"	"BCAP31"	chrX	-	153724260	153724388	153724333	153724388	153723152	153723288	26	0	174			147	74	NA	NA	0.0		NA
34	"ENSG00000197021.9"	"EOLA2"	chrX	-	149937413	149937480	149937432	149937480	149934004	149934137	34	25	32			93	74	NA	NA	0.383		NA
35	"ENSG00000197620.11"	"EOLA1"	chrX	+	149542018	149542085	149542018	149542066	149545367	149545500	35	9	7			93	74	NA	NA	0.506		NA
41	"ENSG00000101972.20"	"STAG2"	chrX	+	124090574	124090964	124090574	124090764	124094017	124094144	41	26	149			148	74	NA	NA	0.08		NA
42	"ENSG00000125676.20"	"THOC2"	chrX	-	123620374	123620965	123620906	123620965	123619400	123619436	42	20	26			148	74	NA	NA	0.278		NA
43	"ENSG00000125676.20"	"THOC2"	chrX	-	123706853	123706949	123706857	123706949	123703453	123703505	43	0	79			78	74	NA	NA	0.0		NA
44	"ENSG00000232119.8"	"MCTS1"	chrX	+	120608224	120608463	120608224	120608358	120611010	120611078	44	8	64			148	74	NA	NA	0.059		NA
45	"ENSG00000158290.19"	"CUL4B"	chrX	-	120538117	120538209	120538123	120538209	120536926	120537034	45	18	130			80	74	NA	NA	0.114		NA
49	"ENSG00000101901.12"	"ALG13"	chrX	+	111681169	111681424	111681169	111681299	111682131	111682294	49	18	4			148	74	NA	NA	0.692		NA
50	"ENSG00000101901.12"	"ALG13"	chrX	+	111682131	111682294	111682131	111682235	111684964	111685103	50	64	0			133	74	NA	NA	1.0		NA
51	"ENSG00000101901.12"	"ALG13"	chrX	+	111682131	111682300	111682131	111682235	111684964	111685103	51	40	0			139	74	NA	NA	1.0		NA
52	"ENSG00000101901.12"	"ALG13"	chrX	+	111682131	111682300	111682131	111682294	111684964	111685103	52	0	24			80	74	NA	NA	0.0		NA
54	"ENSG00000101844.18"	"ATG4A"	chrX	+	108137803	108137991	108137803	108137884	108150151	108150297	54	26	0			148	74	NA	NA	1.0		NA
56	"ENSG00000147224.13"	"PRPS1"	chrX	+	107628427	107628750	107628427	107628482	107639294	107639478	56	59	0			148	74	NA	NA	1.0		NA
59	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103586218	103586301	103586218	103586291	103586648	103587518	59	0	20			84	74	NA	NA	0.0		NA
60	"ENSG00000271147.8"	"ARMCX5-GPRASP2"	chrX	+	102599705	102599859	102599705	102599847	102601463	102601509	60	2	15			86	74	NA	NA	0.103		NA
63	"ENSG00000187325.5"	"TAF9B"	chrX	-	78137748	78138098	78137961	78138098	78136914	78136990	63	24	2			148	74	NA	NA	0.857		NA
64	"ENSG00000225470.8"	"JPX"	chrX	+	73944317	73944465	73944317	73944414	73944583	73944662	64	83	1			125	74	NA	NA	0.98		NA
65	"ENSG00000225470.8"	"JPX"	chrX	+	73944341	73944465	73944341	73944414	73994839	73994961	65	35	0			125	74	NA	NA	1.0		NA
66	"ENSG00000230590.12"	"FTX"	chrX	-	74280376	74280494	74280393	74280494	74274341	74274410	66	15	5			91	74	NA	NA	0.709		NA
67	"ENSG00000230590.12"	"FTX"	chrX	-	74292168	74292351	74292325	74292351	74281701	74281848	67	27	3			148	74	NA	NA	0.818		NA
68	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71423264	71423116	71423239	71423973	71424066	68	9	28			99	74	NA	NA	0.194		NA
69	"ENSG00000147133.17"	"TAF1"	chrX	+	71458240	71458366	71458240	71458357	71459149	71459251	69	13	1			83	74	NA	NA	0.921		NA
71	"ENSG00000184634.17"	"MED12"	chrX	+	71126968	71127241	71126968	71127132	71127335	71128120	71	22	145			148	74	NA	NA	0.071		NA
72	"ENSG00000184634.17"	"MED12"	chrX	+	71127892	71128120	71127892	71128029	71128295	71128440	72	285	9			148	74	NA	NA	0.941		NA
73	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71128853	71128597	71128718	71129113	71129215	73	40	157			148	74	NA	NA	0.113		NA
74	"ENSG00000184634.17"	"MED12"	chrX	+	71135091	71135374	71135091	71135253	71136280	71136655	74	25	60			148	74	NA	NA	0.172		NA
75	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137392	71137186	71137383	71137557	71137635	75	37	26			83	74	NA	NA	0.559		NA
77	"ENSG00000184634.17"	"MED12"	chrX	+	71141229	71141414	71141229	71141370	71141882	71141964	77	1	9			118	74	NA	NA	0.065		NA
78	"ENSG00000147168.13"	"IL2RG"	chrX	-	71110155	71110688	71110503	71110688	71109227	71109390	78	751	54			148	74	NA	NA	0.874		NA
79	"ENSG00000204165.6"	"CXorf65"	chrX	-	71106339	71106426	71106358	71106426	71105999	71106137	79	16	6			93	74	NA	NA	0.68		NA
