ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ENSG00000012817.16"	"KDM5D"	chrY	-	19709450	19710260	19709450	19709809	19710375	19710472	1	39	35			148	74	NA	NA	0.358		NA
2	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715822	19716111	19715822	19716004	19716278	19716473	2	55	64			148	74	NA	NA	0.301		NA
3	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715822	19716111	19715822	19716004	19716595	19716715	3	46	6			148	74	NA	NA	0.793		NA
4	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19588369	19589612	19589520	19589612	19587209	19587507	4	55	41			148	74	NA	NA	0.401		NA
5	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19591779	19591959	19591919	19591959	19589520	19589612	5	72	1			148	74	NA	NA	0.973		NA
6	"ENSG00000183878.16"	"UTY"	chrY	-	13358463	13358619	13358463	13358553	13359087	13359222	6	8	4			140	74	NA	NA	0.514		NA
14	"ENSG00000203879.12"	"GDI1"	chrX	+	154438475	154438630	154438522	154438630	154437153	154437299	14	3	19			121	74	NA	NA	0.088		NA
15	"ENSG00000196924.19"	"FLNA"	chrX	-	154353000	154353221	154353000	154353204	154353295	154353457	15	6	1008			91	74	NA	NA	0.005		NA
16	"ENSG00000196924.19"	"FLNA"	chrX	-	154365135	154365259	154365135	154365257	154365348	154365486	16	901	1			76	74	NA	NA	0.999		NA
17	"ENSG00000169057.24"	"MECP2"	chrX	-	154056940	154057254	154056940	154057179	154057742	154057842	17	16	1			148	74	NA	NA	0.889		NA
18	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058548	154058398	154058522	154092183	154092307	18	11	1			100	74	NA	NA	0.891		NA
19	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058566	154058398	154058522	154092183	154092307	19	16	1			118	74	NA	NA	0.909		NA
21	"ENSG00000172534.14"	"HCFC1"	chrX	-	153951840	153952161	153951840	153952158	153952513	153952958	21	11	135			77	74	NA	NA	0.073		NA
22	"ENSG00000172534.14"	"HCFC1"	chrX	-	153952513	153953090	153952513	153952958	153953606	153953770	22	50	101			148	74	NA	NA	0.198		NA
23	"ENSG00000102032.13"	"RENBP"	chrX	-	153942854	153943079	153942854	153943034	153943545	153943718	23	12	0			119	74	NA	NA	1.0		NA
28	"ENSG00000171100.16"	"MTM1"	chrX	+	150649715	150649901	150649776	150649901	150645682	150645871	28	38	0			135	74	NA	NA	1.0		NA
29	"ENSG00000171100.16"	"MTM1"	chrX	+	150659663	150659756	150659670	150659756	150657820	150658027	29	23	0			81	74	NA	NA	1.0		NA
31	"ENSG00000197620.11"	"EOLA1"	chrX	+	149545601	149545883	149545767	149545883	149545367	149545500	31	46	0			148	74	NA	NA	1.0		NA
32	"ENSG00000147274.14"	"RBMX"	chrX	-	136872267	136875168	136872267	136872345	136875257	136875383	32	1112	2			148	74	NA	NA	0.996		NA
33	"ENSG00000147274.14"	"RBMX"	chrX	-	136877914	136878086	136877914	136877964	136879016	136879123	33	908	15			148	74	NA	NA	0.968		NA
34	"ENSG00000147274.14"	"RBMX"	chrX	-	136879016	136879158	136879016	136879123	136879318	136879453	34	18	317			109	74	NA	NA	0.037		NA
35	"ENSG00000156504.17"	"PABIR2"	chrX	-	134785885	134785950	134785885	134785947	134787471	134787533	35	42	41			77	74	NA	NA	0.496		NA
37	"ENSG00000156531.18"	"PHF6"	chrX	+	134413487	134413657	134413490	134413657	134393908	134393952	37	11	71			77	74	NA	NA	0.13		NA
40	"ENSG00000125676.20"	"THOC2"	chrX	-	123600568	123603748	123600568	123601338	123610917	123610963	40	30	35			148	74	NA	NA	0.3		NA
41	"ENSG00000125676.20"	"THOC2"	chrX	-	123610917	123610963	123610917	123610957	123611439	123611516	41	53	14			80	74	NA	NA	0.778		NA
42	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619517	123619400	123619436	123620187	123620670	42	33	1			148	74	NA	NA	0.943		NA
43	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619517	123619400	123619436	123620906	123620965	43	38	26			148	74	NA	NA	0.422		NA
44	"ENSG00000125676.20"	"THOC2"	chrX	-	123696720	123696842	123696720	123696835	123697680	123697751	44	104	1			81	74	NA	NA	0.99		NA
45	"ENSG00000158290.19"	"CUL4B"	chrX	-	120543726	120543964	120543726	120543809	120544113	120544203	45	6	140			148	74	NA	NA	0.021		NA
46	"ENSG00000158290.19"	"CUL4B"	chrX	-	120544480	120544643	120544480	120544550	120545443	120545517	46	182	0			148	74	NA	NA	1.0		NA
48	"ENSG00000077721.16"	"UBE2A"	chrX	+	119574900	119574981	119574907	119574981	119574562	119574755	48	47	3			81	74	NA	NA	0.935		NA
49	"ENSG00000077721.16"	"UBE2A"	chrX	+	119582587	119582676	119582596	119582676	119581506	119581596	49	169	3			83	74	NA	NA	0.98		NA
51	"ENSG00000131725.14"	"WDR44"	chrX	+	118443559	118443687	118443583	118443687	118442564	118442680	51	36	1			98	74	NA	NA	0.965		NA
52	"ENSG00000101901.12"	"ALG13"	chrX	+	111682131	111682294	111682235	111682294	111681169	111681424	52	57	3			148	74	NA	NA	0.905		NA
53	"ENSG00000160219.12"	"GAB3"	chrX	-	154713206	154713426	154713206	154713423	154716025	154716329	53	23	6			77	74	NA	NA	0.787		NA
57	"ENSG00000147224.13"	"PRPS1"	chrX	+	107640901	107641000	107640903	107641000	107639294	107639478	57	95	7			76	74	NA	NA	0.93		NA
58	"ENSG00000147224.13"	"PRPS1"	chrX	+	107645176	107645350	107645197	107645350	107642365	107642490	58	106	0			95	74	NA	NA	1.0		NA
62	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103678498	103678600	103684680	103684729	62	34	14			94	74	NA	NA	0.657		NA
63	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678600	103684680	103684729	63	90	14			125	74	NA	NA	0.792		NA
