     1	"ENSG00000117620.15"	"SLC35A3"	chr1	+	100007033	100007156	100009287	100009323	99993536	99993741	100011364	100011533	16	12
     2	"ENSG00000117620.15"	"SLC35A3"	chr1	+	100007033	100007156	100009287	100009323	99999260	99999415	100011364	100011533	0	0
     3	"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100015301	100015420	100043072	100043229	100011364	100011533	100049908	100050004	66	4
     4	"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100017681	100017815	100043072	100043229	100015301	100015420	100049908	100050004	0	0
     5	"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100043072	100043229	100049908	100050004	100011364	100011533	100058665	100058728	0	0
     6	"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100043072	100043229	100049908	100050004	100017681	100017815	100058665	100058728	0	0
     7	"ENSG00000156875.14"	"MFSD14A"	chr1	+	100049908	100050004	100058665	100058728	100038094	100038316	100059877	100060005	0	0
     8	"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100058665	100058728	100059877	100060005	100049908	100050004	100061834	100061949	0	0
     9	"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100067976	100068195	100077164	100077277	100061834	100061949	100078450	100078548	0	0
    10	"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100068472	100068586	100069613	100069685	100067976	100068195	100077164	100077277	29	211
    11	"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100069613	100069685	100077164	100077277	100068472	100068586	100078450	100078548	25	108
    12	"ENSG00000137996.13"	"RTCA"	chr1	+	100267165	100267245	100267499	100267538	100266523	100266624	100268151	100268295	0	0
    13	"ENSG00000137996.13"	"RTCA"	chr1	+	100285227	100285322	100287098	100287203	100277257	100277316	100291402	100291771	0	0
    14	"ENSG00000079335.20"	"CDC14A"	chr1	+	100353761	100353852	100377545	100377621	100345037	100345183	100390731	100390824	0	0
    15	"ENSG00000079335.20"	"CDC14A"	chr1	+	100424221	100424301	100439931	100439998	100390731	100390824	100442933	100442996	0	0
    16	"ENSG00000079335.20"	"CDC14A"	chr1	+	100442933	100442996	100455404	100455492	100439931	100439998	100462650	100462881	0	0
    17	"ENSG00000079335.20"	"CDC14A"	chr1	+	100455404	100455492	100462650	100462881	100442933	100442996	100467955	100468094	0	0
    18	"ENSG00000162695.12"	"SLC30A7"	chr1	+	100921705	100921841	100961827	100961918	100918076	100918127	100965768	100965918	0	0
    19	"ENSG00000233184.8"	"ENSG00000233184"	chr1	+	101072659	101072830	101075394	101075716	101025886	101026061	101077362	101077508	0	0
    20	"ENSG00000233184.8"	"ENSG00000233184"	chr1	+	101075275	101075394	101075394	101075716	101072659	101072830	101077362	101077508	15	10
    21	"ENSG00000233184.8"	"ENSG00000233184"	chr1	+	101075394	101075716	101077362	101077508	101072659	101072830	101083460	101083574	0	0
    22	"ENSG00000233184.8"	"ENSG00000233184"	chr1	+	101077362	101077508	101080388	101080613	101075394	101075716	101083460	101083574	0	0
    23	"ENSG00000233184.8"	"ENSG00000233184"	chr1	+	101080388	101080613	101080886	101080998	101077362	101077508	101083460	101083574	0	0
    24	"ENSG00000233184.8"	"ENSG00000233184"	chr1	+	101080388	101080613	101083460	101083574	101077362	101077508	101086851	101087265	0	0
    25	"ENSG00000130939.20"	"UBE4B"	chr1	+	10117458	10117600	10119512	10119613	10105515	10105744	10121961	10122076	0	0
    26	"ENSG00000130939.20"	"UBE4B"	chr1	+	10119512	10119613	10121961	10122076	10117458	10117600	10126793	10126877	0	0
    27	"ENSG00000130939.20"	"UBE4B"	chr1	+	10151325	10151561	10158355	10158482	10149183	10149282	10161141	10161286	0	0
    28	"ENSG00000054523.19"	"KIF1B"	chr1	+	10282321	10282533	10291081	10291161	10277985	10278128	10292046	10292122	0	0
    29	"ENSG00000054523.19"	"KIF1B"	chr1	+	10282399	10282533	10291081	10291161	10277985	10278128	10292046	10292122	0	0
    30	"ENSG00000054523.19"	"KIF1B"	chr1	+	10337073	10337203	10337370	10337533	10336656	10336742	10339768	10339859	0	0
    31	"ENSG00000054523.19"	"KIF1B"	chr1	+	10345844	10345953	10348648	10348733	10343231	10343287	10352630	10352736	0	0
    32	"ENSG00000185946.16"	"RNPC3"	chr1	+	103543295	103543447	103544940	103545102	103541349	103541475	103546247	103546342	0	0
    33	"ENSG00000185946.16"	"RNPC3"	chr1	+	103543298	103543447	103544940	103545102	103541349	103541475	103546247	103546342	0	0
    34	"ENSG00000142657.21"	"PGD"	chr1	+	10403070	10403136	10404160	10404279	10400392	10400572	10408070	10408140	0	0
    35	"ENSG00000162636.16"	"FAM102B"	chr1	+	108606222	108606252	108612177	108612294	108600565	108600686	108616381	108616428	7	32
    36	"ENSG00000162636.16"	"FAM102B"	chr1	+	108624644	108624748	108628166	108628262	108616381	108616428	108628394	108628584	0	0
    37	"ENSG00000116266.11"	"STXBP3"	chr1	+	108800219	108800305	108807400	108807549	108798144	108798237	108808782	108809523	0	0
    38	"ENSG00000121957.15"	"GPSM2"	chr1	+	108914337	108914408	108918612	108918789	108904124	108904254	108922416	108922576	0	0
    39	"ENSG00000121957.15"	"GPSM2"	chr1	+	108918612	108918789	108922416	108922576	108914337	108914408	108923999	108924214	0	0
    40	"ENSG00000121957.15"	"GPSM2"	chr1	+	108922416	108922576	108923999	108924214	108918612	108918789	108929700	108930377	0	0
    41	"ENSG00000116299.17"	"ELAPOR1"	chr1	+	109173687	109173837	109185044	109185133	109173473	109173579	109188176	109188354	0	0
    42	"ENSG00000031698.13"	"SARS1"	chr1	+	109223977	109224048	109228351	109228432	109213917	109214128	109229413	109229572	0	0
    43	"ENSG00000031698.13"	"SARS1"	chr1	+	109236390	109236548	109236804	109236870	109235976	109236106	109237243	109237373	0	0
    44	"ENSG00000031698.13"	"SARS1"	chr1	+	109236390	109236548	109237243	109237373	109235976	109236106	109237730	109238148	0	0
    45	"ENSG00000065135.12"	"GNAI3"	chr1	+	109573895	109574037	109579203	109579361	109573736	109573779	109582436	109582565	0	0
    46	"ENSG00000116337.20"	"AMPD2"	chr1	+	109629326	109629490	109629795	109629916	109629108	109629235	109630232	109630406	0	0
    47	"ENSG00000184371.14"	"CSF1"	chr1	+	109921846	109921994	109923165	109923711	109917292	109917463	109924059	109924190	0	0
    48	"ENSG00000168710.18"	"AHCYL1"	chr1	+	110011213	110011357	110012361	110012462	110009033	110009145	110012896	110012999	0	0
    49	"ENSG00000168710.18"	"AHCYL1"	chr1	+	110012361	110012462	110012896	110012999	110011213	110011357	110014762	110014857	0	0
    50	"ENSG00000168710.18"	"AHCYL1"	chr1	+	110012386	110012462	110012896	110012999	110011213	110011357	110014762	110014857	0	0
    51	"ENSG00000143093.15"	"STRIP1"	chr1	+	110039171	110039306	110040634	110040703	110038682	110038757	110041535	110041642	0	0
    52	"ENSG00000143093.15"	"STRIP1"	chr1	+	110039394	110039515	110039823	110039937	110039171	110039306	110040634	110040703	48	2
    53	"ENSG00000143093.15"	"STRIP1"	chr1	+	110039394	110039515	110040634	110040703	110039171	110039306	110041535	110041642	0	0
    54	"ENSG00000143093.15"	"STRIP1"	chr1	+	110041535	110041642	110041733	110041861	110040634	110040703	110043087	110043270	37	29
    55	"ENSG00000120948.19"	"TARDBP"	chr1	+	11015523	11015646	11016122	11016254	11013715	11013965	11016843	11017007	40	22
    56	"ENSG00000120948.19"	"TARDBP"	chr1	+	11016843	11017007	11018732	11018873	11013715	11013965	11020428	11020599	0	0
    57	"ENSG00000143119.14"	"CD53"	chr1	+	110891391	110891471	110897808	110897892	110873147	110873248	110899123	110899922	113	148
    58	"ENSG00000143119.14"	"CD53"	chr1	+	110892344	110892533	110894326	110894401	110891391	110891471	110894959	110895055	0	0
    59	"ENSG00000143119.14"	"CD53"	chr1	+	110892344	110892533	110896652	110896733	110891391	110891471	110897808	110897892	0	0
    60	"ENSG00000143119.14"	"CD53"	chr1	+	110894326	110894401	110894959	110895055	110892344	110892533	110896652	110896733	142	123
    61	"ENSG00000143119.14"	"CD53"	chr1	+	110894326	110894401	110896652	110896733	110892344	110892533	110897808	110897892	138	101
    62	"ENSG00000143119.14"	"CD53"	chr1	+	110894326	110894401	110897808	110897892	110892344	110892533	110899123	110899922	0	0
    63	"ENSG00000143119.14"	"CD53"	chr1	+	110894959	110895055	110896652	110896733	110894326	110894401	110897808	110897892	122	105
    64	"ENSG00000143119.14"	"CD53"	chr1	+	110896652	110896733	110897808	110897892	110894959	110895055	110899123	110899922	139	151
    65	"ENSG00000064886.14"	"CHI3L2"	chr1	+	111236023	111236153	111238749	111238932	111235638	111235763	111241326	111241443	0	0
    66	"ENSG00000116459.11"	"ATP5PB"	chr1	+	111454210	111454356	111456085	111456249	111449836	111449873	111456629	111456755	0	0
    67	"ENSG00000116459.11"	"ATP5PB"	chr1	+	111454210	111454356	111456226	111456249	111449836	111449873	111456629	111456755	0	0
    68	"ENSG00000116459.11"	"ATP5PB"	chr1	+	111456085	111456249	111456629	111456755	111449836	111449873	111459456	111459636	8	95
    69	"ENSG00000116459.11"	"ATP5PB"	chr1	+	111456085	111456249	111456629	111456755	111454210	111454356	111459456	111459636	0	0
    70	"ENSG00000116459.11"	"ATP5PB"	chr1	+	111456226	111456249	111456629	111456755	111449836	111449873	111459456	111459636	0	95
    71	"ENSG00000116459.11"	"ATP5PB"	chr1	+	111456629	111456755	111459456	111459636	111456085	111456249	111460916	111461026	0	0
    72	"ENSG00000143110.12"	"C1orf162"	chr1	+	111477333	111477428	111477650	111477775	111476797	111476867	111477982	111478512	0	0
    73	"ENSG00000143110.12"	"C1orf162"	chr1	+	111477333	111477428	111477725	111477775	111476797	111476867	111477982	111478512	0	0
    74	"ENSG00000116473.15"	"RAP1A"	chr1	+	111704342	111704486	111706662	111706777	111703335	111703476	111709148	111709264	0	0
    75	"ENSG00000116473.15"	"RAP1A"	chr1	+	111704342	111704486	111709148	111709264	111703335	111703476	111712430	111712696	0	0
    76	"ENSG00000064703.13"	"DDX20"	chr1	+	111759399	111759568	111760473	111760588	111756645	111756740	111760705	111760848	0	0
    77	"ENSG00000064703.13"	"DDX20"	chr1	+	111761225	111761284	111762254	111762337	111760705	111760848	111762676	111762782	7	36
    78	"ENSG00000116489.13"	"CAPZA1"	chr1	+	112649417	112649469	112654464	112654671	112647209	112647273	112659021	112659101	0	0
    79	"ENSG00000116489.13"	"CAPZA1"	chr1	+	112653597	112653661	112654464	112654671	112649417	112649469	112659021	112659101	0	0
    80	"ENSG00000116489.13"	"CAPZA1"	chr1	+	112654464	112654671	112659021	112659101	112653597	112653661	112659700	112659779	0	0
    81	"ENSG00000116489.13"	"CAPZA1"	chr1	+	112659021	112659101	112659700	112659779	112654464	112654671	112667073	112667085	0	0
    82	"ENSG00000155363.19"	"MOV10"	chr1	+	112694748	112694896	112695415	112695574	112694452	112694629	112696147	112696251	0	0
    83	"ENSG00000198799.12"	"LRIG2"	chr1	+	113107593	113107757	113112478	113112760	113103200	113103785	113114426	113114876	0	0
    84	"ENSG00000198799.12"	"LRIG2"	chr1	+	113110241	113110562	113112478	113112760	113107593	113107757	113114426	113114876	13	21
    85	"ENSG00000163349.22"	"HIPK1"	chr1	+	113954650	113954770	113955562	113955649	113952765	113952889	113956626	113956811	0	0
    86	"ENSG00000163349.22"	"HIPK1"	chr1	+	113962316	113962438	113963386	113963521	113958065	113958291	113966129	113966272	0	0
    87	"ENSG00000163349.22"	"HIPK1"	chr1	+	113963386	113963521	113966129	113966272	113962316	113962438	113967765	113967948	0	0
    88	"ENSG00000163349.22"	"HIPK1"	chr1	+	113969955	113970197	113971823	113971954	113968441	113968648	113973023	113973571	121	64
    89	"ENSG00000163393.13"	"SLC22A15"	chr1	+	116062761	116062882	116064435	116064508	116037302	116037388	116066519	116066708	0	0
    90	"ENSG00000163399.16"	"ATP1A1"	chr1	+	116387287	116387491	116388130	116388244	116384782	116384842	116388637	116388663	166	181
    91	"ENSG00000163399.16"	"ATP1A1"	chr1	+	116390781	116390891	116392853	116392988	116390212	116390411	116393530	116393723	0	0
    92	"ENSG00000116830.12"	"TTF2"	chr1	+	117079567	117079649	117081827	117081947	117077915	117078043	117084017	117084168	0	0
    93	"ENSG00000116830.12"	"TTF2"	chr1	+	117096148	117096299	117097350	117097433	117095308	117095367	117098832	117098907	0	0
    94	"ENSG00000116830.12"	"TTF2"	chr1	+	117097350	117097433	117098205	117098238	117096148	117096299	117098832	117098907	0	0
    95	"ENSG00000198162.12"	"MAN1A2"	chr1	+	117496762	117496982	117499381	117499554	117493146	117493262	117502854	117502970	0	0
    96	"ENSG00000198162.12"	"MAN1A2"	chr1	+	117499381	117499554	117502854	117502970	117496762	117496982	117522824	117528872	0	0
    97	"ENSG00000065183.16"	"WDR3"	chr1	+	117955314	117955358	117957067	117957196	117954579	117954627	117958909	117959003	0	0
    98	"ENSG00000083444.17"	"PLOD1"	chr1	+	11956916	11957014	11957089	11957193	11954829	11954893	11957841	11957943	30	0
    99	"ENSG00000092621.13"	"PHGDH"	chr1	+	119737113	119737266	119741766	119741897	119735294	119735443	119742806	119743044	0	0
   100	"ENSG00000092621.13"	"PHGDH"	chr1	+	119740385	119740518	119742806	119743044	119737113	119737266	119743885	119744215	0	0
   101	"ENSG00000116688.18"	"MFN2"	chr1	+	11982522	11982590	11988426	11988516	11981969	11982114	11989164	11989343	0	0
   102	"ENSG00000116688.18"	"MFN2"	chr1	+	11982522	11982590	11988721	11988843	11981969	11982114	11989164	11989343	0	0
   103	"ENSG00000116688.18"	"MFN2"	chr1	+	11982522	11982590	11988781	11988843	11981969	11982114	11989164	11989343	0	0
   104	"ENSG00000116688.18"	"MFN2"	chr1	+	11982522	11982590	11989164	11989343	11981969	11982114	11996155	11996318	0	0
   105	"ENSG00000116688.18"	"MFN2"	chr1	+	11982522	11982590	11992554	11992690	11981969	11982114	11996155	11996318	0	16
   106	"ENSG00000116688.18"	"MFN2"	chr1	+	11989164	11989343	11992554	11992690	11981969	11982114	11996155	11996318	0	0
   107	"ENSG00000116688.18"	"MFN2"	chr1	+	11989164	11989343	11996155	11996318	11981969	11982114	11997296	11997421	0	0
   108	"ENSG00000116688.18"	"MFN2"	chr1	+	11989164	11989343	11996155	11996318	11982522	11982590	11997296	11997421	0	0
   109	"ENSG00000116688.18"	"MFN2"	chr1	+	11992554	11992690	11996155	11996318	11989164	11989343	11997296	11997421	0	0
   110	"ENSG00000270231.4"	"NBPF8"	chr1	+	120451179	120451282	120452116	120452331	120449192	120449402	120453371	120453444	0	0
   111	"ENSG00000273136.8"	"NBPF26"	chr1	+	120807606	120807709	120809810	120809883	120793160	120793496	120810346	120810558	0	0
   112	"ENSG00000273136.8"	"NBPF26"	chr1	+	120813890	120813993	120814828	120815043	120811885	120812095	120816084	120816157	0	0
   113	"ENSG00000273136.8"	"NBPF26"	chr1	+	120831987	120832160	120833602	120833775	120831297	120831349	120834494	120834546	34	3
   114	"ENSG00000273136.8"	"NBPF26"	chr1	+	120832874	120832983	120834494	120834546	120831987	120832160	120840349	120840619	16	0
   115	"ENSG00000048707.15"	"VPS13D"	chr1	+	12249222	12249339	12253721	12253826	12244536	12244617	12256332	12256503	81	65
   116	"ENSG00000048707.15"	"VPS13D"	chr1	+	12253721	12253826	12256332	12256503	12249222	12249339	12256986	12257087	0	0
   117	"ENSG00000048707.15"	"VPS13D"	chr1	+	12273002	12273135	12275824	12278038	12270993	12271124	12279498	12279650	58	82
   118	"ENSG00000048707.15"	"VPS13D"	chr1	+	12288222	12288313	12290997	12291124	12282704	12283736	12293523	12293704	79	69
   119	"ENSG00000048707.15"	"VPS13D"	chr1	+	12299201	12299384	12304505	12304728	12293523	12293704	12308430	12308641	0	0
   120	"ENSG00000048707.15"	"VPS13D"	chr1	+	12311453	12311625	12311812	12311925	12308430	12308641	12314114	12314327	46	67
   121	"ENSG00000048707.15"	"VPS13D"	chr1	+	12335704	12335827	12341782	12341885	12333225	12333366	12342898	12343051	0	0
   122	"ENSG00000048707.15"	"VPS13D"	chr1	+	12358458	12358601	12362719	12362850	12356397	12356524	12363071	12363247	0	0
