"ENSG00000117620.15"	"SLC35A3"	chr1	+	100007033	100007156	100009287	100009323	99993536	99993741	100011364	100011533	26	29
"ENSG00000117620.15"	"SLC35A3"	chr1	+	100007033	100007156	100009287	100009323	99999260	99999415	100011364	100011533	31	28
"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100015301	100015420	100043072	100043229	100011364	100011533	100049908	100050004	136	5
"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100043072	100043229	100049908	100050004	100011364	100011533	100058665	100058728	1	134
"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100043072	100043229	100049908	100050004	100017681	100017815	100058665	100058728	1	134
"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100068472	100068586	100069613	100069685	100067976	100068195	100077164	100077277	76	220
"ENSG00000137996.13"	"RTCA"	chr1	+	100267165	100267245	100267499	100267538	100266523	100266624	100268151	100268295	5	21
"ENSG00000137996.13"	"RTCA"	chr1	+	100285227	100285322	100287098	100287203	100277257	100277316	100291402	100291771	82	67
"ENSG00000162695.12"	"SLC30A7"	chr1	+	100921705	100921841	100961827	100961918	100918076	100918127	100965768	100965918	68	51
"ENSG00000130939.20"	"UBE4B"	chr1	+	10151325	10151561	10158355	10158482	10149183	10149282	10161141	10161286	56	24
"ENSG00000121957.15"	"GPSM2"	chr1	+	108914337	108914408	108918612	108918789	108904124	108904254	108922416	108922576	17	12
"ENSG00000121957.15"	"GPSM2"	chr1	+	108918612	108918789	108922416	108922576	108914337	108914408	108923999	108924214	14	7
"ENSG00000121957.15"	"GPSM2"	chr1	+	108922416	108922576	108923999	108924214	108918612	108918789	108929700	108930377	11	15
"ENSG00000031698.13"	"SARS1"	chr1	+	109223977	109224048	109228351	109228432	109213917	109214128	109229413	109229572	52	142
"ENSG00000120948.19"	"TARDBP"	chr1	+	11015523	11015646	11016122	11016254	11013715	11013965	11016843	11017007	75	29
"ENSG00000120948.19"	"TARDBP"	chr1	+	11016843	11017007	11018732	11018873	11013715	11013965	11020428	11020599	198	264
"ENSG00000143119.14"	"CD53"	chr1	+	110894959	110895055	110896652	110896733	110894326	110894401	110897808	110897892	74	57
"ENSG00000143119.14"	"CD53"	chr1	+	110896652	110896733	110897808	110897892	110894959	110895055	110899123	110899922	63	59
"ENSG00000116459.11"	"ATP5PB"	chr1	+	111454210	111454356	111456085	111456249	111449836	111449873	111456629	111456755	142	435
"ENSG00000116459.11"	"ATP5PB"	chr1	+	111454210	111454356	111456226	111456249	111449836	111449873	111456629	111456755	142	117
"ENSG00000116459.11"	"ATP5PB"	chr1	+	111456085	111456249	111456629	111456755	111449836	111449873	111459456	111459636	50	317
"ENSG00000116459.11"	"ATP5PB"	chr1	+	111456085	111456249	111456629	111456755	111454210	111454356	111459456	111459636	188	305
"ENSG00000116459.11"	"ATP5PB"	chr1	+	111456226	111456249	111456629	111456755	111449836	111449873	111459456	111459636	1	317
"ENSG00000116459.11"	"ATP5PB"	chr1	+	111456629	111456755	111459456	111459636	111456085	111456249	111460916	111461026	390	276
"ENSG00000163349.22"	"HIPK1"	chr1	+	113969955	113970197	113971823	113971954	113968441	113968648	113973023	113973571	140	108
