"ENSG00000117620.15"	"SLC35A3"	chr1	+	100007033	100007156	100009287	100009323	99993536	99993741	100011364	100011533	19	27
"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100015301	100015420	100043072	100043229	100011364	100011533	100049908	100050004	76	4
"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100017681	100017815	100043072	100043229	100015301	100015420	100049908	100050004	45	7
"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100068472	100068586	100069613	100069685	100067976	100068195	100077164	100077277	49	164
"ENSG00000137996.13"	"RTCA"	chr1	+	100267165	100267245	100267499	100267538	100266523	100266624	100268151	100268295	4	14
"ENSG00000079335.20"	"CDC14A"	chr1	+	100442933	100442996	100455404	100455492	100439931	100439998	100462650	100462881	40	35
"ENSG00000233184.8"	"ENSG00000233184"	chr1	+	101075275	101075394	101075394	101075716	101072659	101072830	101077362	101077508	13	10
"ENSG00000233184.8"	"ENSG00000233184"	chr1	+	101077362	101077508	101080388	101080613	101075394	101075716	101083460	101083574	10	1
"ENSG00000121957.15"	"GPSM2"	chr1	+	108914337	108914408	108918612	108918789	108904124	108904254	108922416	108922576	4	9
"ENSG00000121957.15"	"GPSM2"	chr1	+	108918612	108918789	108922416	108922576	108914337	108914408	108923999	108924214	3	10
"ENSG00000121957.15"	"GPSM2"	chr1	+	108922416	108922576	108923999	108924214	108918612	108918789	108929700	108930377	9	9
"ENSG00000031698.13"	"SARS1"	chr1	+	109236390	109236548	109236804	109236870	109235976	109236106	109237243	109237373	232	26
"ENSG00000120948.19"	"TARDBP"	chr1	+	11015523	11015646	11016122	11016254	11013715	11013965	11016843	11017007	46	17
"ENSG00000143119.14"	"CD53"	chr1	+	110892344	110892533	110894326	110894401	110891391	110891471	110894959	110895055	124	105
"ENSG00000143119.14"	"CD53"	chr1	+	110894326	110894401	110894959	110895055	110892344	110892533	110896652	110896733	124	98
"ENSG00000143119.14"	"CD53"	chr1	+	110894959	110895055	110896652	110896733	110894326	110894401	110897808	110897892	107	103
"ENSG00000143119.14"	"CD53"	chr1	+	110896652	110896733	110897808	110897892	110894959	110895055	110899123	110899922	105	126
"ENSG00000155363.19"	"MOV10"	chr1	+	112694748	112694896	112695415	112695574	112694452	112694629	112696147	112696251	38	44
"ENSG00000198799.12"	"LRIG2"	chr1	+	113107593	113107757	113112478	113112760	113103200	113103785	113114426	113114876	20	35
"ENSG00000198799.12"	"LRIG2"	chr1	+	113110241	113110562	113112478	113112760	113107593	113107757	113114426	113114876	9	59
"ENSG00000163349.22"	"HIPK1"	chr1	+	113969955	113970197	113971823	113971954	113968441	113968648	113973023	113973571	64	71
"ENSG00000116830.12"	"TTF2"	chr1	+	117097350	117097433	117098205	117098238	117096148	117096299	117098832	117098907	39	0
"ENSG00000083444.17"	"PLOD1"	chr1	+	11956916	11957014	11957089	11957193	11954829	11954893	11957841	11957943	31	2
"ENSG00000116688.18"	"MFN2"	chr1	+	11982522	11982590	11988426	11988516	11981969	11982114	11989164	11989343	10	0
"ENSG00000116688.18"	"MFN2"	chr1	+	11982522	11982590	11988721	11988843	11981969	11982114	11989164	11989343	10	2
"ENSG00000116688.18"	"MFN2"	chr1	+	11982522	11982590	11988781	11988843	11981969	11982114	11989164	11989343	10	0
