"ENSG00000117620.15"	"SLC35A3"	chr1	+	100007033	100007156	100009287	100009323	99993536	99993741	100011364	100011533	26	33
"ENSG00000117620.15"	"SLC35A3"	chr1	+	100007033	100007156	100009287	100009323	99999260	99999415	100011364	100011533	28	30
"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100015301	100015420	100043072	100043229	100011364	100011533	100049908	100050004	124	15
"ENSG00000156875.14"	"MFSD14A"	chr1	+	100049908	100050004	100058665	100058728	100038094	100038316	100059877	100060005	186	243
"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100058665	100058728	100059877	100060005	100049908	100050004	100061834	100061949	171	319
"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100068472	100068586	100069613	100069685	100067976	100068195	100077164	100077277	62	329
"ENSG00000137996.13"	"RTCA"	chr1	+	100267165	100267245	100267499	100267538	100266523	100266624	100268151	100268295	6	26
"ENSG00000162695.12"	"SLC30A7"	chr1	+	100921705	100921841	100961827	100961918	100918076	100918127	100965768	100965918	60	59
"ENSG00000054523.19"	"KIF1B"	chr1	+	10282321	10282533	10291081	10291161	10277985	10278128	10292046	10292122	2	40
"ENSG00000054523.19"	"KIF1B"	chr1	+	10282399	10282533	10291081	10291161	10277985	10278128	10292046	10292122	15	40
"ENSG00000054523.19"	"KIF1B"	chr1	+	10337073	10337203	10337370	10337533	10336656	10336742	10339768	10339859	32	10
"ENSG00000185946.16"	"RNPC3"	chr1	+	103543295	103543447	103544940	103545102	103541349	103541475	103546247	103546342	50	47
"ENSG00000185946.16"	"RNPC3"	chr1	+	103543298	103543447	103544940	103545102	103541349	103541475	103546247	103546342	13	47
"ENSG00000142657.21"	"PGD"	chr1	+	10403070	10403136	10404160	10404279	10400392	10400572	10408070	10408140	507	393
"ENSG00000162636.16"	"FAM102B"	chr1	+	108624644	108624748	108628166	108628262	108616381	108616428	108628394	108628584	75	69
"ENSG00000121957.15"	"GPSM2"	chr1	+	108914337	108914408	108918612	108918789	108904124	108904254	108922416	108922576	7	11
"ENSG00000121957.15"	"GPSM2"	chr1	+	108918612	108918789	108922416	108922576	108914337	108914408	108923999	108924214	9	10
"ENSG00000121957.15"	"GPSM2"	chr1	+	108922416	108922576	108923999	108924214	108918612	108918789	108929700	108930377	10	9
"ENSG00000031698.13"	"SARS1"	chr1	+	109236390	109236548	109236804	109236870	109235976	109236106	109237243	109237373	198	24
"ENSG00000065135.12"	"GNAI3"	chr1	+	109573895	109574037	109579203	109579361	109573736	109573779	109582436	109582565	224	259
"ENSG00000116337.20"	"AMPD2"	chr1	+	109629326	109629490	109629795	109629916	109629108	109629235	109630232	109630406	83	31
"ENSG00000184371.14"	"CSF1"	chr1	+	109921846	109921994	109923165	109923711	109917292	109917463	109924059	109924190	238	2
"ENSG00000168710.18"	"AHCYL1"	chr1	+	110011213	110011357	110012361	110012462	110009033	110009145	110012896	110012999	90	75
"ENSG00000120948.19"	"TARDBP"	chr1	+	11015523	11015646	11016122	11016254	11013715	11013965	11016843	11017007	62	46
"ENSG00000143119.14"	"CD53"	chr1	+	110894959	110895055	110896652	110896733	110894326	110894401	110897808	110897892	89	80
"ENSG00000143119.14"	"CD53"	chr1	+	110896652	110896733	110897808	110897892	110894959	110895055	110899123	110899922	89	82
"ENSG00000116459.11"	"ATP5PB"	chr1	+	111454210	111454356	111456085	111456249	111449836	111449873	111456629	111456755	145	447
"ENSG00000116459.11"	"ATP5PB"	chr1	+	111454210	111454356	111456226	111456249	111449836	111449873	111456629	111456755	145	120
"ENSG00000116459.11"	"ATP5PB"	chr1	+	111456085	111456249	111456629	111456755	111449836	111449873	111459456	111459636	54	435
"ENSG00000116459.11"	"ATP5PB"	chr1	+	111456085	111456249	111456629	111456755	111454210	111454356	111459456	111459636	194	387
