"ENSG00000012817.16"	"KDM5D"	chrY	-	19739527	19739662	19741317	19741488	19735620	19735750	19741734	19741857	84	61
"ENSG00000012817.16"	"KDM5D"	chrY	-	19741317	19741488	19741734	19741857	19739527	19739662	19743161	19743239	86	66
"ENSG00000183878.16"	"UTY"	chrY	-	13335562	13336335	13354785	13354833	13326220	13326350	13355002	13355398	22	103
"ENSG00000183878.16"	"UTY"	chrY	-	13358463	13358553	13359087	13359222	13357876	13357969	13359766	13359986	10	8
"ENSG00000183878.16"	"UTY"	chrY	-	13358463	13358619	13359087	13359222	13357876	13357969	13359766	13359986	10	10
"ENSG00000183878.16"	"UTY"	chrY	-	13360429	13360528	13366266	13366393	13359766	13359986	13369255	13369349	135	65
"ENSG00000099725.14"	"PRKY"	chrY	+	7325905	7326169	7341114	7341234	7303936	7304105	7356134	7356230	63	56
"ENSG00000067646.12"	"ZFY"	chrY	+	2975510	2975654	2976669	2976822	2975094	2975244	2977939	2978080	57	70
"ENSG00000196924.19"	"FLNA"	chrX	-	154359989	154360587	154361307	154361570	154359731	154359905	154361669	154361787	583	863
"ENSG00000196924.19"	"FLNA"	chrX	-	154361307	154361570	154361669	154361787	154359989	154360587	154361978	154362148	670	617
"ENSG00000196924.19"	"FLNA"	chrX	-	154365348	154365486	154365744	154365801	154365135	154365259	154366023	154366224	6	1028
"ENSG00000196924.19"	"FLNA"	chrX	-	154365348	154365486	154365744	154366224	154365135	154365259	154366307	154366470	644	690
"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154365801	154366023	154366224	154365348	154365486	154366307	154366470	997	57
"ENSG00000172534.14"	"HCFC1"	chrX	-	153956190	153956411	153956624	153956763	153954065	153955542	153956917	153957060	26	44
"ENSG00000063601.17"	"MTMR1"	chrX	+	150712341	150712365	150714478	150714529	150699194	150699300	150718624	150718700	19	1
"ENSG00000063601.17"	"MTMR1"	chrX	+	150737241	150737448	150744360	150744453	150732541	150732730	150750729	150750843	6	86
"ENSG00000171100.16"	"MTM1"	chrX	+	150598591	150598686	150619037	150619139	150596497	150596570	150638942	150639026	19	18
"ENSG00000010404.18"	"IDS"	chrX	-	149498106	149498307	149499228	149499354	149496345	149496516	149500948	149501037	1	432
"ENSG00000147274.14"	"RBMX"	chrX	-	136875470	136875585	136876502	136876655	136875257	136875383	136879016	136879123	13	407
"ENSG00000102034.18"	"ELF4"	chrX	-	130069299	130069677	130071039	130071232	130063954	130067525	130071335	130071419	75	82
"ENSG00000188706.13"	"ZDHHC9"	chrX	-	129828980	129829141	129841778	129841956	129823678	129823837	129843695	129843909	4	16
"ENSG00000101972.20"	"STAG2"	chrX	+	124042568	124042645	124045163	124045368	124037526	124037623	124047353	124047505	179	201
"ENSG00000101972.20"	"STAG2"	chrX	+	124051314	124051394	124056127	124056235	124051120	124051219	124057865	124057977	214	202
