2	"ENSG00000012817.16"	"KDM5D"	chrY	-	19739527	19739662	19741317	19741488	19735620	19735750	19741734	19741857
3	"ENSG00000012817.16"	"KDM5D"	chrY	-	19739527	19739662	19741734	19741857	19735620	19735750	19743161	19743239
4	"ENSG00000012817.16"	"KDM5D"	chrY	-	19741317	19741488	19741734	19741857	19739527	19739662	19743161	19743239
5	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19587209	19587507	19589520	19589612	19567381	19567482	19590082	19590423
6	"ENSG00000183878.16"	"UTY"	chrY	-	13334217	13334340	13335562	13336335	13326220	13326350	13355002	13355398
7	"ENSG00000183878.16"	"UTY"	chrY	-	13334217	13334340	13354785	13354833	13326220	13326350	13355002	13355398
8	"ENSG00000183878.16"	"UTY"	chrY	-	13335562	13336335	13354785	13354833	13326220	13326350	13355002	13355398
9	"ENSG00000183878.16"	"UTY"	chrY	-	13358463	13358553	13359087	13359222	13357876	13357969	13359766	13359986
10	"ENSG00000183878.16"	"UTY"	chrY	-	13358463	13358619	13359087	13359222	13357876	13357969	13359766	13359986
12	"ENSG00000067646.12"	"ZFY"	chrY	+	2975510	2975654	2976669	2976822	2975094	2975244	2977939	2978080
14	"ENSG00000185973.12"	"TMLHE"	chrX	-	155524455	155524632	155545095	155545277	155513985	155514265	155612791	155612877
15	"ENSG00000155962.13"	"CLIC2"	chrX	-	155279148	155279330	155279961	155280068	155276210	155278064	155298784	155298910
16	"ENSG00000147403.18"	"RPL10"	chrX	+	154399486	154399594	154399802	154399941	154399337	154399396	154400463	154400626
17	"ENSG00000196924.19"	"FLNA"	chrX	-	154365348	154365486	154365744	154365801	154365135	154365259	154366023	154366224
18	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154365801	154366023	154366224	154365348	154365486	154366307	154366470
19	"ENSG00000147394.19"	"ZNF185"	chrX	+	152922719	152922809	152928574	152928661	152922172	152922256	152931671	152931776
20	"ENSG00000063601.17"	"MTMR1"	chrX	+	150712341	150712365	150714478	150714529	150699194	150699300	150718624	150718700
24	"ENSG00000171100.16"	"MTM1"	chrX	+	150598591	150598686	150619037	150619139	150596497	150596570	150638942	150639026
