ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
7	"ENSG00000147403.18"	"RPL10"	chrX	+	154399486	154399594	154399802	154400626	154399337	154399396	154400701	154400913	7	6751	10550			148	148	NA	NA	0.39		NA
8	"ENSG00000147403.18"	"RPL10"	chrX	+	154399486	154399594	154399802	154399941	154399337	154399396	154400701	154400917	8	6751	252			148	148	NA	NA	0.964		NA
9	"ENSG00000196924.19"	"FLNA"	chrX	-	154351883	154352021	154352180	154352447	154350030	154351696	154352552	154352675	9	1413	1908			148	148	NA	NA	0.425		NA
10	"ENSG00000196924.19"	"FLNA"	chrX	-	154351883	154352021	154352180	154352447	154351580	154351696	154352771	154352924	10	117	1925			148	148	NA	NA	0.057		NA
11	"ENSG00000196924.19"	"FLNA"	chrX	-	154352180	154352447	154352552	154352675	154351883	154352021	154352771	154352924	11	1288	1608			148	148	NA	NA	0.445		NA
12	"ENSG00000196924.19"	"FLNA"	chrX	-	154352180	154352447	154352771	154352924	154351883	154352021	154353000	154353169	12	1570	1502			148	148	NA	NA	0.511		NA
13	"ENSG00000196924.19"	"FLNA"	chrX	-	154359989	154360587	154361669	154361787	154359731	154359905	154361978	154362148	13	1291	1409			148	148	NA	NA	0.478		NA
14	"ENSG00000196924.19"	"FLNA"	chrX	-	154361307	154361570	154361669	154361787	154359989	154360587	154361978	154362148	14	1292	1133			148	148	NA	NA	0.533		NA
15	"ENSG00000196924.19"	"FLNA"	chrX	-	154365348	154365486	154365744	154365801	154365135	154365259	154366023	154366224	15	3	1942			131	148	NA	NA	0.002		NA
16	"ENSG00000196924.19"	"FLNA"	chrX	-	154365348	154365486	154365744	154366224	154365135	154365259	154366307	154366470	16	1226	1160			148	148	NA	NA	0.514		NA
17	"ENSG00000196924.19"	"FLNA"	chrX	-	154365348	154365486	154366023	154366224	154365135	154365259	154366307	154366470	17	1226	1160			148	148	NA	NA	0.514		NA
18	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154365801	154366023	154366224	154365348	154365486	154366307	154366470	18	2016	52			148	131	NA	NA	0.972		NA
19	"ENSG00000196924.19"	"FLNA"	chrX	-	154367640	154367738	154367841	154368090	154367396	154367544	154370872	154371203	19	1653	924			148	148	NA	NA	0.641		NA
21	"ENSG00000147394.19"	"ZNF185"	chrX	+	152922719	152922809	152928574	152928661	152922172	152922256	152931671	152931776	21	16	20			148	148	NA	NA	0.444		NA
22	"ENSG00000063601.17"	"MTMR1"	chrX	+	150712341	150712365	150714478	150714529	150699194	150699300	150718624	150718700	22	30	2			98	125	NA	NA	0.95		NA
26	"ENSG00000063601.17"	"MTMR1"	chrX	+	150750729	150750843	150755688	150755865	150744360	150744453	150762564	150762737	26	85	33			148	148	NA	NA	0.72		NA
27	"ENSG00000063601.17"	"MTMR1"	chrX	+	150751029	150751240	150755688	150755865	150750729	150750843	150762564	150762737	27	5	74			148	148	NA	NA	0.063		NA
28	"ENSG00000171100.16"	"MTM1"	chrX	+	150598591	150598686	150614588	150614699	150596497	150596570	150619037	150619139	28	42	34			148	148	NA	NA	0.553		NA
29	"ENSG00000171100.16"	"MTM1"	chrX	+	150598591	150598686	150619037	150619139	150596497	150596570	150638942	150639026	29	40	25			148	148	NA	NA	0.615		NA
34	"ENSG00000147274.14"	"RBMX"	chrX	-	136875470	136875585	136876502	136876655	136875257	136875383	136879016	136879123	34	10	606			148	148	NA	NA	0.016		NA
35	"ENSG00000134602.16"	"STK26"	chrX	+	132054630	132054861	132063432	132063489	132023507	132023659	132068214	132068323	35	120	58			148	131	NA	NA	0.647		NA
36	"ENSG00000101972.20"	"STAG2"	chrX	+	124042568	124042645	124045163	124045368	124037526	124037623	124047353	124047505	36	274	237			148	148	NA	NA	0.536		NA
37	"ENSG00000125676.20"	"THOC2"	chrX	-	123625911	123626069	123626520	123626662	123624540	123624669	123627692	123627968	37	64	50			148	148	NA	NA	0.561		NA
38	"ENSG00000125676.20"	"THOC2"	chrX	-	123671668	123671761	123686547	123686714	123668158	123668314	123696020	123696154	38	81	63			148	148	NA	NA	0.563		NA
40	"ENSG00000158290.19"	"CUL4B"	chrX	-	120544480	120544643	120545443	120545517	120544113	120544203	120546546	120546616	40	78	75			148	148	NA	NA	0.51		NA
