ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
13	"ENSG00000203879.12"	"GDI1"	chrX	+	154438475	154438630	154438522	154438630	154437153	154437299	13	8	98			121	74	NA	NA	0.048		NA
14	"ENSG00000196924.19"	"FLNA"	chrX	-	154353000	154353221	154353000	154353204	154353295	154353457	14	24	1456			91	74	NA	NA	0.013		NA
15	"ENSG00000196924.19"	"FLNA"	chrX	-	154365135	154365259	154365135	154365257	154365348	154365486	15	1209	2			76	74	NA	NA	0.998		NA
16	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154365744	154365801	154366307	154366470	16	1364	2			148	74	NA	NA	0.997		NA
17	"ENSG00000169057.24"	"MECP2"	chrX	-	154056940	154057254	154056940	154057179	154057742	154057842	17	33	1			148	74	NA	NA	0.943		NA
18	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058548	154058398	154058522	154092183	154092307	18	17	1			100	74	NA	NA	0.926		NA
19	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058566	154058398	154058522	154092183	154092307	19	37	1			118	74	NA	NA	0.959		NA
20	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058566	154058398	154058548	154092183	154092307	20	20	0			92	74	NA	NA	1.0		NA
21	"ENSG00000172534.14"	"HCFC1"	chrX	-	153951840	153952161	153951840	153952158	153952513	153952958	21	17	81			77	74	NA	NA	0.168		NA
22	"ENSG00000172534.14"	"HCFC1"	chrX	-	153952513	153953090	153952513	153952958	153953606	153953770	22	54	62			148	74	NA	NA	0.303		NA
23	"ENSG00000102032.13"	"RENBP"	chrX	-	153942854	153943079	153942854	153943034	153943545	153943718	23	52	1			119	74	NA	NA	0.97		NA
25	"ENSG00000147394.19"	"ZNF185"	chrX	+	152920706	152920748	152920709	152920748	152920327	152920411	25	12	3			77	74	NA	NA	0.794		NA
28	"ENSG00000063601.17"	"MTMR1"	chrX	+	150699194	150699300	150699202	150699300	150693395	150693676	28	36	1			82	74	NA	NA	0.97		NA
29	"ENSG00000171100.16"	"MTM1"	chrX	+	150649715	150649901	150649776	150649901	150645682	150645871	29	77	1			135	74	NA	NA	0.977		NA
30	"ENSG00000171100.16"	"MTM1"	chrX	+	150659663	150659756	150659670	150659756	150657820	150658027	30	35	0			81	74	NA	NA	1.0		NA
32	"ENSG00000197620.11"	"EOLA1"	chrX	+	149545601	149545883	149545767	149545883	149545367	149545500	32	40	0			148	74	NA	NA	1.0		NA
33	"ENSG00000147274.14"	"RBMX"	chrX	-	136877914	136878086	136877914	136877964	136879016	136879123	33	653	8			148	74	NA	NA	0.976		NA
34	"ENSG00000147274.14"	"RBMX"	chrX	-	136879016	136879158	136879016	136879123	136879318	136879453	34	9	302			109	74	NA	NA	0.02		NA
35	"ENSG00000156504.17"	"PABIR2"	chrX	-	134785885	134785950	134785885	134785947	134787471	134787533	35	58	40			77	74	NA	NA	0.582		NA
37	"ENSG00000156531.18"	"PHF6"	chrX	+	134413487	134413657	134413490	134413657	134393908	134393952	37	7	56			77	74	NA	NA	0.107		NA
40	"ENSG00000102034.18"	"ELF4"	chrX	-	130081255	130081539	130081255	130081312	130110619	130110716	40	87	2			148	74	NA	NA	0.956		NA
41	"ENSG00000125676.20"	"THOC2"	chrX	-	123600568	123603748	123600568	123601338	123610917	123610963	41	17	28			148	74	NA	NA	0.233		NA
42	"ENSG00000125676.20"	"THOC2"	chrX	-	123610917	123610963	123610917	123610957	123611439	123611516	42	34	20			80	74	NA	NA	0.611		NA
43	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619517	123619400	123619436	123620187	123620670	43	32	4			148	74	NA	NA	0.8		NA
44	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619517	123619400	123619436	123620906	123620965	44	32	22			148	74	NA	NA	0.421		NA
45	"ENSG00000125676.20"	"THOC2"	chrX	-	123696720	123696842	123696720	123696835	123697680	123697751	45	59	1			81	74	NA	NA	0.982		NA
46	"ENSG00000158290.19"	"CUL4B"	chrX	-	120543726	120543964	120543726	120543809	120544113	120544203	46	8	122			148	74	NA	NA	0.032		NA
47	"ENSG00000158290.19"	"CUL4B"	chrX	-	120544480	120544643	120544480	120544550	120545443	120545517	47	136	2			148	74	NA	NA	0.971		NA
49	"ENSG00000077721.16"	"UBE2A"	chrX	+	119574900	119574981	119574907	119574981	119574562	119574755	49	53	5			81	74	NA	NA	0.906		NA
50	"ENSG00000077721.16"	"UBE2A"	chrX	+	119582587	119582676	119582596	119582676	119581506	119581596	50	140	1			83	74	NA	NA	0.992		NA
53	"ENSG00000131725.14"	"WDR44"	chrX	+	118443559	118443687	118443583	118443687	118442564	118442680	53	42	0			98	74	NA	NA	1.0		NA
54	"ENSG00000101901.12"	"ALG13"	chrX	+	111682131	111682294	111682235	111682294	111681169	111681424	54	120	8			148	74	NA	NA	0.882		NA
55	"ENSG00000160219.12"	"GAB3"	chrX	-	154713206	154713426	154713206	154713423	154716025	154716329	55	11	2			77	74	NA	NA	0.841		NA
59	"ENSG00000147224.13"	"PRPS1"	chrX	+	107640901	107641000	107640903	107641000	107639294	107639478	59	133	5			76	74	NA	NA	0.963		NA
60	"ENSG00000147224.13"	"PRPS1"	chrX	+	107645176	107645350	107645197	107645350	107642365	107642490	60	112	5			95	74	NA	NA	0.946		NA
64	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103678498	103678600	103684680	103684729	64	27	12			94	74	NA	NA	0.639		NA
65	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678600	103684680	103684729	65	84	12			125	74	NA	NA	0.806		NA
66	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678620	103684680	103684729	66	57	0			105	74	NA	NA	1.0		NA
67	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103678498	103678600	103685170	103685260	67	32	15			94	74	NA	NA	0.627		NA
68	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678600	103685170	103685260	68	118	15			125	74	NA	NA	0.823		NA
69	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678620	103685170	103685260	69	91	5			105	74	NA	NA	0.928		NA
70	"ENSG00000196507.11"	"TCEAL3"	chrX	+	103609037	103609927	103609042	103609927	103608603	103608673	70	10	1			79	74	NA	NA	0.904		NA
76	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101895813	101895882	101895813	101895879	101897867	101898042	76	38	15			77	74	NA	NA	0.709		NA
79	"ENSG00000126953.8"	"TIMM8A"	chrX	-	101345660	101348401	101345660	101346660	101348532	101348742	79	4	7			148	74	NA	NA	0.222		NA
83	"ENSG00000225470.8"	"JPX"	chrX	+	73994839	73994961	73994863	73994961	73944583	73944662	83	14	0			98	74	NA	NA	1.0		NA
89	"ENSG00000225470.8"	"JPX"	chrX	+	73998767	74000496	73999354	74000496	73994839	73994961	89	20	0			148	74	NA	NA	1.0		NA
90	"ENSG00000225470.8"	"JPX"	chrX	+	73998767	74000496	73999608	74000496	73994839	73994961	90	27	0			148	74	NA	NA	1.0		NA
91	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	73999669	73999354	73999669	73994839	73994961	91	14	0			148	74	NA	NA	1.0		NA
92	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	74000496	73999608	74000496	73994839	73994961	92	21	0			148	74	NA	NA	1.0		NA
93	"ENSG00000225470.8"	"JPX"	chrX	+	73999354	74000496	73999608	74000496	73994839	73994961	93	21	0			148	74	NA	NA	1.0		NA
94	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	73999695	73999092	73999695	73998767	73998844	94	21	0			148	74	NA	NA	1.0		NA
95	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	74000205	73999608	74000205	73998767	73998844	95	30	0			148	74	NA	NA	1.0		NA
96	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	74000495	73999354	74000495	73998767	73998844	96	23	0			148	74	NA	NA	1.0		NA
98	"ENSG00000230590.12"	"FTX"	chrX	-	74202650	74203953	74202650	74203909	74274341	74274410	98	10	0			118	74	NA	NA	1.0		NA
99	"ENSG00000230590.12"	"FTX"	chrX	-	74274341	74274410	74274341	74274371	74280393	74280494	99	30	1			113	74	NA	NA	0.952		NA
100	"ENSG00000230590.12"	"FTX"	chrX	-	74274341	74274457	74274341	74274371	74280393	74280494	100	31	1			148	74	NA	NA	0.939		NA
101	"ENSG00000230590.12"	"FTX"	chrX	-	74274341	74274457	74274341	74274410	74280393	74280494	101	16	8			121	74	NA	NA	0.55		NA
102	"ENSG00000230590.12"	"FTX"	chrX	-	74280930	74281085	74280930	74281001	74281701	74281848	102	138	1			148	74	NA	NA	0.986		NA
107	"ENSG00000147099.21"	"HDAC8"	chrX	-	72462003	72462098	72462003	72462095	72464558	72464731	107	11	0			77	74	NA	NA	1.0		NA
109	"ENSG00000147099.21"	"HDAC8"	chrX	-	72462003	72462102	72462003	72462098	72464558	72464731	109	0	11			78	74	NA	NA	0.0		NA
110	"ENSG00000147099.21"	"HDAC8"	chrX	-	72490928	72491006	72490928	72491000	72495155	72495268	110	21	0			80	74	NA	NA	1.0		NA
111	"ENSG00000147099.21"	"HDAC8"	chrX	-	72495155	72495268	72495155	72495266	72567888	72568030	111	12	0			76	74	NA	NA	1.0		NA
112	"ENSG00000147162.14"	"OGT"	chrX	+	71536177	71536358	71536207	71536358	71533103	71533336	112	793	31			104	74	NA	NA	0.948		NA
113	"ENSG00000147162.14"	"OGT"	chrX	+	71544566	71548023	71547906	71548023	71533103	71533336	113	517	3			148	74	NA	NA	0.989		NA
114	"ENSG00000147162.14"	"OGT"	chrX	+	71544566	71548023	71547906	71548023	71537828	71538072	114	1096	15			148	74	NA	NA	0.973		NA
115	"ENSG00000147133.17"	"TAF1"	chrX	+	71376949	71377191	71377012	71377191	71375166	71375286	115	120	19			137	74	NA	NA	0.773		NA
116	"ENSG00000147133.17"	"TAF1"	chrX	+	71392870	71392994	71392874	71392994	71392568	71392718	116	9	64			78	74	NA	NA	0.118		NA
117	"ENSG00000147133.17"	"TAF1"	chrX	+	71397252	71397466	71397255	71397466	71394066	71394245	117	77	4			77	74	NA	NA	0.949		NA
118	"ENSG00000147133.17"	"TAF1"	chrX	+	71423973	71424066	71424016	71424066	71423116	71423239	118	110	6			117	74	NA	NA	0.921		NA
120	"ENSG00000184634.17"	"MED12"	chrX	+	71119338	71119477	71119372	71119477	71118595	71118853	120	19	60			108	74	NA	NA	0.178		NA
121	"ENSG00000184634.17"	"MED12"	chrX	+	71119685	71119877	71119690	71119877	71119372	71119477	121	115	3			79	74	NA	NA	0.973		NA
122	"ENSG00000184634.17"	"MED12"	chrX	+	71124158	71124388	71124278	71124388	71123593	71123720	122	145	0			148	74	NA	NA	1.0		NA
123	"ENSG00000184634.17"	"MED12"	chrX	+	71127847	71128120	71127892	71128120	71127335	71127467	123	24	55			119	74	NA	NA	0.213		NA
124	"ENSG00000184634.17"	"MED12"	chrX	+	71130011	71130214	71130034	71130214	71129679	71129855	124	17	46			97	74	NA	NA	0.22		NA
125	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137383	71137233	71137383	71136878	71137029	125	56	3			121	74	NA	NA	0.919		NA
126	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137557	71137635	71136878	71137029	126	50	9			148	74	NA	NA	0.735		NA
127	"ENSG00000184634.17"	"MED12"	chrX	+	71137557	71137635	71137560	71137635	71137186	71137383	127	12	2			77	74	NA	NA	0.852		NA
128	"ENSG00000184634.17"	"MED12"	chrX	+	71137557	71137635	71137560	71137635	71137186	71137392	128	18	0			77	74	NA	NA	1.0		NA
129	"ENSG00000184634.17"	"MED12"	chrX	+	71137761	71137943	71137855	71137943	71137186	71137392	129	41	0			148	74	NA	NA	1.0		NA
130	"ENSG00000184634.17"	"MED12"	chrX	+	71140634	71140857	71140647	71140857	71137855	71137943	130	21	1			87	74	NA	NA	0.947		NA
134	"ENSG00000001497.18"	"LAS1L"	chrX	-	65514822	65514973	65514822	65514970	65517986	65518465	134	38	0			77	74	NA	NA	1.0		NA
135	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65518465	65517986	65518073	65520701	65522285	135	60	1			148	74	NA	NA	0.968		NA
136	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522285	65517986	65518465	65522430	65522493	136	29	3			148	74	NA	NA	0.829		NA
137	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522313	65517986	65518465	65522430	65522493	137	24	3			148	74	NA	NA	0.8		NA
138	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522313	65517986	65522285	65522430	65522493	138	9	5			102	74	NA	NA	0.566		NA
139	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522285	65517986	65518465	65523559	65523707	139	25	65			148	74	NA	NA	0.161		NA
140	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65522285	65520701	65520817	65523559	65523707	140	31	2			148	74	NA	NA	0.886		NA
141	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65522605	65522430	65522493	65523559	65523707	141	32	6			148	74	NA	NA	0.727		NA
142	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65522926	65522430	65522493	65523559	65523707	142	32	6			148	74	NA	NA	0.727		NA
143	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65522926	65522430	65522605	65523559	65523707	143	28	0			148	74	NA	NA	1.0		NA
144	"ENSG00000001497.18"	"LAS1L"	chrX	-	65523559	65523876	65523559	65523707	65524055	65524614	144	24	75			148	74	NA	NA	0.138		NA
145	"ENSG00000001497.18"	"LAS1L"	chrX	-	65524055	65524614	65524055	65524262	65524964	65525050	145	60	22			148	74	NA	NA	0.577		NA
146	"ENSG00000131089.17"	"ARHGEF9"	chrX	-	63655493	63658064	63655493	63655737	63665885	63666017	146	3	24			148	74	NA	NA	0.059		NA
147	"ENSG00000235437.9"	"LINC01278"	chrX	-	63426557	63428981	63426557	63426996	63432363	63432491	147	20	11			148	74	NA	NA	0.476		NA
148	"ENSG00000235437.9"	"LINC01278"	chrX	-	63426581	63430965	63426581	63427874	63432363	63432491	148	16	0			148	74	NA	NA	1.0		NA
164	"ENSG00000130119.17"	"GNL3L"	chrX	+	54543145	54543342	54543206	54543342	54542954	54543038	164	7	84			135	74	NA	NA	0.044		NA
165	"ENSG00000172943.21"	"PHF8"	chrX	-	54042630	54042820	54042630	54042809	54043761	54044473	165	58	6			85	74	NA	NA	0.894		NA
166	"ENSG00000172943.21"	"PHF8"	chrX	-	54042630	54042836	54042630	54042809	54043761	54044473	166	11	6			101	74	NA	NA	0.573		NA
167	"ENSG00000172943.21"	"PHF8"	chrX	-	54042630	54042836	54042630	54042820	54043761	54044473	167	3	50			90	74	NA	NA	0.047		NA
168	"ENSG00000172943.21"	"PHF8"	chrX	-	54042630	54042820	54042630	54042809	54044874	54044949	168	9	1			85	74	NA	NA	0.887		NA
170	"ENSG00000126012.13"	"KDM5C"	chrX	-	53211496	53211906	53211496	53211655	53214688	53214847	170	281	10			148	74	NA	NA	0.934		NA
171	"ENSG00000126012.13"	"KDM5C"	chrX	-	53217142	53217277	53217142	53217274	53217795	53217966	171	313	113			77	74	NA	NA	0.727		NA
175	"ENSG00000049769.14"	"PPP1R3F"	chrX	+	49281980	49282063	49281983	49282063	49281405	49281461	175	7	9			77	74	NA	NA	0.428		NA
178	"ENSG00000101997.13"	"CCDC22"	chrX	+	49242015	49242148	49242065	49242148	49237085	49237263	178	26	0			124	74	NA	NA	1.0		NA
181	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48903183	48905482	48903183	48903465	48906391	48906543	181	14	0			148	74	NA	NA	1.0		NA
182	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48904745	48905482	48904745	48904892	48906391	48906543	182	36	10			148	74	NA	NA	0.643		NA
183	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48906391	48906543	48906391	48906508	48909813	48909996	183	76	1			109	74	NA	NA	0.981		NA
184	"ENSG00000126768.12"	"TIMM17B"	chrX	-	48895351	48895501	48895351	48895454	48896758	48896858	184	30	1			121	74	NA	NA	0.948		NA
185	"ENSG00000126768.12"	"TIMM17B"	chrX	-	48895351	48895972	48895351	48895454	48896758	48896858	185	39	1			148	74	NA	NA	0.951		NA
186	"ENSG00000126768.12"	"TIMM17B"	chrX	-	48895351	48895972	48895351	48895501	48896758	48896858	186	31	8			148	74	NA	NA	0.66		NA
187	"ENSG00000102145.15"	"GATA1"	chrX	+	48793792	48794311	48794133	48794311	48793171	48793297	187	213	12			148	74	NA	NA	0.899		NA
189	"ENSG00000101940.18"	"WDR13"	chrX	+	48598716	48598957	48598750	48598957	48597957	48598037	189	62	10			108	74	NA	NA	0.809		NA
190	"ENSG00000101940.18"	"WDR13"	chrX	+	48599586	48599717	48599598	48599717	48599352	48599462	190	70	6			86	74	NA	NA	0.909		NA
191	"ENSG00000102317.18"	"RBM3"	chrX	+	48575814	48576083	48575921	48576083	48575560	48575667	191	93	4			148	74	NA	NA	0.921		NA
192	"ENSG00000017483.16"	"SLC38A5"	chrX	-	48460985	48461086	48460985	48461076	48461717	48461797	192	10	0			84	74	NA	NA	1.0		NA
193	"ENSG00000126759.14"	"CFP"	chrX	-	47628101	47629674	47628101	47628277	47629768	47629895	193	103	1			148	74	NA	NA	0.981		NA
195	"ENSG00000102226.10"	"USP11"	chrX	+	47239350	47239907	47239789	47239907	47239069	47239179	195	85	3			148	74	NA	NA	0.934		NA
