ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
14	"ENSG00000147403.18"	"RPL10"	chrX	+	154399337	154399594	154399337	154399396	154399802	154399941	14	10106	1			148	74	NA	NA	1.0		NA
15	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154351580	154351696	154350030	154350207	15	2163	2			148	74	NA	NA	0.998		NA
16	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365135	154365259	16	143	1			148	74	NA	NA	0.986		NA
17	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	17	208	791			148	74	NA	NA	0.116		NA
18	"ENSG00000169057.24"	"MECP2"	chrX	-	154033438	154034174	154033923	154034174	154032458	154032557	18	11	3			148	74	NA	NA	0.647		NA
19	"ENSG00000102032.13"	"RENBP"	chrX	-	153944079	153944155	153944121	153944155	153943894	153943970	19	32	0			116	74	NA	NA	1.0		NA
20	"ENSG00000102032.13"	"RENBP"	chrX	-	153944079	153944418	153944308	153944418	153943894	153943970	20	22	0			148	74	NA	NA	1.0		NA
21	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	21	116	0			148	74	NA	NA	1.0		NA
22	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	22	87	3			92	74	NA	NA	0.959		NA
23	"ENSG00000067840.13"	"PDZD4"	chrX	-	153807850	153808139	153807896	153808139	153807278	153807369	23	9	2			120	74	NA	NA	0.735		NA
24	"ENSG00000067840.13"	"PDZD4"	chrX	-	153808341	153808595	153808359	153808595	153807278	153807369	24	31	3			92	74	NA	NA	0.893		NA
26	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153775886	153776214	153775886	153775968	153776355	153776459	26	19	0			148	74	NA	NA	1.0		NA
27	"ENSG00000185825.17"	"BCAP31"	chrX	-	153702934	153703058	153703039	153703058	153702006	153702107	27	271	0			148	74	NA	NA	1.0		NA
28	"ENSG00000185825.17"	"BCAP31"	chrX	-	153724260	153724388	153724333	153724388	153723152	153723288	28	1	104			147	74	NA	NA	0.005		NA
30	"ENSG00000147394.19"	"ZNF185"	chrX	+	152959698	152959937	152959698	152959896	152963838	152963949	30	0	26			115	74	NA	NA	0.0		NA
36	"ENSG00000197021.9"	"EOLA2"	chrX	-	149937413	149937480	149937432	149937480	149934004	149934137	36	15	30			93	74	NA	NA	0.285		NA
37	"ENSG00000197620.11"	"EOLA1"	chrX	+	149542018	149542085	149542018	149542066	149545367	149545500	37	9	10			93	74	NA	NA	0.417		NA
43	"ENSG00000101972.20"	"STAG2"	chrX	+	124090574	124090964	124090574	124090764	124094017	124094144	43	26	240			148	74	NA	NA	0.051		NA
44	"ENSG00000125676.20"	"THOC2"	chrX	-	123620374	123620965	123620906	123620965	123619400	123619436	44	32	22			148	74	NA	NA	0.421		NA
45	"ENSG00000125676.20"	"THOC2"	chrX	-	123706853	123706949	123706857	123706949	123703453	123703505	45	0	63			78	74	NA	NA	0.0		NA
