ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4	"ENSG00000012817.16"	"KDM5D"	chrY	-	19708243	19708423	19708321	19708423	19707933	19708071	4	122	1			148	74	NA	NA	0.984		NA
5	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715583	19715739	19715614	19715739	19710375	19710472	5	25	7			105	74	NA	NA	0.716		NA
6	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19567349	19567570	19567349	19567482	19587209	19587507	6	20	8			148	74	NA	NA	0.556		NA
8	"ENSG00000176728.10"	"TTTY14"	chrY	-	19044541	19044695	19044661	19044695	19043162	19043346	8	12	0			148	74	NA	NA	1.0		NA
9	"ENSG00000183878.16"	"UTY"	chrY	-	13355002	13355398	13355374	13355398	13335562	13336335	9	201	2			148	74	NA	NA	0.98		NA
15	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154351580	154351696	154350030	154350207	15	1583	2			148	74	NA	NA	0.997		NA
16	"ENSG00000196924.19"	"FLNA"	chrX	-	154358983	154359154	154359088	154359154	154354824	154355072	16	1385	0			148	74	NA	NA	1.0		NA
17	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	17	324	357			148	74	NA	NA	0.312		NA
18	"ENSG00000169057.24"	"MECP2"	chrX	-	154033438	154034174	154033923	154034174	154032458	154032557	18	16	1			148	74	NA	NA	0.889		NA
19	"ENSG00000102032.13"	"RENBP"	chrX	-	153944079	153944155	153944121	153944155	153943894	153943970	19	13	0			116	74	NA	NA	1.0		NA
20	"ENSG00000102032.13"	"RENBP"	chrX	-	153944079	153944418	153944308	153944418	153943894	153943970	20	12	0			148	74	NA	NA	1.0		NA
21	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	21	54	0			148	74	NA	NA	1.0		NA
22	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	22	52	1			92	74	NA	NA	0.977		NA
