ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ENSG00000012817.16"	"KDM5D"	chrY	-	19709450	19710260	19709450	19709809	19710375	19710472	1	34	18			148	74	NA	NA	0.486		NA
2	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715822	19716111	19715822	19716004	19716278	19716473	2	68	44			148	74	NA	NA	0.436		NA
3	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715822	19716111	19715822	19716004	19716595	19716715	3	61	3			148	74	NA	NA	0.91		NA
4	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19588369	19589612	19589520	19589612	19587209	19587507	4	19	19			148	74	NA	NA	0.333		NA
5	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19591779	19591959	19591919	19591959	19589520	19589612	5	43	0			148	74	NA	NA	1.0		NA
7	"ENSG00000183878.16"	"UTY"	chrY	-	13358463	13358619	13358463	13358553	13359766	13359986	7	11	2			140	74	NA	NA	0.744		NA
15	"ENSG00000203879.12"	"GDI1"	chrX	+	154438475	154438630	154438522	154438630	154437153	154437299	15	4	34			121	74	NA	NA	0.067		NA
16	"ENSG00000196924.19"	"FLNA"	chrX	-	154353000	154353221	154353000	154353204	154353295	154353457	16	32	747			91	74	NA	NA	0.034		NA
17	"ENSG00000196924.19"	"FLNA"	chrX	-	154365135	154365259	154365135	154365257	154365348	154365486	17	711	0			76	74	NA	NA	1.0		NA
18	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154365744	154365801	154366307	154366470	18	872	3			148	74	NA	NA	0.993		NA
19	"ENSG00000169057.24"	"MECP2"	chrX	-	154056940	154057254	154056940	154057179	154057742	154057842	19	51	5			148	74	NA	NA	0.836		NA
20	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058548	154058398	154058522	154092183	154092307	20	27	3			100	74	NA	NA	0.869		NA
21	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058566	154058398	154058522	154092183	154092307	21	48	3			118	74	NA	NA	0.909		NA
22	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058566	154058398	154058548	154092183	154092307	22	21	0			92	74	NA	NA	1.0		NA
23	"ENSG00000172534.14"	"HCFC1"	chrX	-	153951840	153952161	153951840	153952158	153952513	153952958	23	4	35			77	74	NA	NA	0.099		NA
24	"ENSG00000172534.14"	"HCFC1"	chrX	-	153952513	153953090	153952513	153952958	153953606	153953770	24	27	21			148	74	NA	NA	0.391		NA
25	"ENSG00000102032.13"	"RENBP"	chrX	-	153942854	153943079	153942854	153943034	153943545	153943718	25	29	1			119	74	NA	NA	0.947		NA
30	"ENSG00000171100.16"	"MTM1"	chrX	+	150649715	150649901	150649776	150649901	150645682	150645871	30	31	0			135	74	NA	NA	1.0		NA
33	"ENSG00000197620.11"	"EOLA1"	chrX	+	149545601	149545883	149545767	149545883	149545367	149545500	33	24	0			148	74	NA	NA	1.0		NA
34	"ENSG00000147274.14"	"RBMX"	chrX	-	136877914	136878086	136877914	136877964	136879016	136879123	34	338	4			148	74	NA	NA	0.977		NA
35	"ENSG00000147274.14"	"RBMX"	chrX	-	136879016	136879158	136879016	136879123	136879318	136879453	35	8	132			109	74	NA	NA	0.04		NA
36	"ENSG00000156504.17"	"PABIR2"	chrX	-	134785885	134785950	134785885	134785947	134787471	134787533	36	29	23			77	74	NA	NA	0.548		NA
38	"ENSG00000156531.18"	"PHF6"	chrX	+	134413487	134413657	134413490	134413657	134393908	134393952	38	15	51			77	74	NA	NA	0.22		NA
41	"ENSG00000125676.20"	"THOC2"	chrX	-	123600568	123603748	123600568	123601338	123610917	123610963	41	9	21			148	74	NA	NA	0.176		NA
42	"ENSG00000125676.20"	"THOC2"	chrX	-	123610917	123610963	123610917	123610957	123611439	123611516	42	25	8			80	74	NA	NA	0.743		NA
43	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619517	123619400	123619436	123620906	123620965	43	30	11			148	74	NA	NA	0.577		NA
44	"ENSG00000125676.20"	"THOC2"	chrX	-	123696720	123696842	123696720	123696835	123697680	123697751	44	60	1			81	74	NA	NA	0.982		NA
45	"ENSG00000158290.19"	"CUL4B"	chrX	-	120543726	120543964	120543726	120543809	120544113	120544203	45	2	52			148	74	NA	NA	0.019		NA
46	"ENSG00000158290.19"	"CUL4B"	chrX	-	120544480	120544643	120544480	120544550	120545443	120545517	46	85	3			148	74	NA	NA	0.934		NA
