ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"ENSG00000012817.16"	"KDM5D"	chrY	-	19706440	19706863	19706440	19706640	19706793	19706863	0	45	67			148	74	NA	NA	0.251		NA
1	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19588369	19589612	19588369	19588650	19589526	19589612	1	73	0			148	74	NA	NA	1.0		NA
2	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19593398	19597665	19593398	19593593	19597590	19597665	2	57	1			148	74	NA	NA	0.966		NA
4	"ENSG00000176728.10"	"TTTY14"	chrY	-	19041369	19043346	19041369	19041586	19043162	19043346	4	21	1			148	74	NA	NA	0.913		NA
5	"ENSG00000176728.10"	"TTTY14"	chrY	-	19043162	19044695	19043162	19043346	19044541	19044695	5	39	0			148	74	NA	NA	1.0		NA
6	"ENSG00000176728.10"	"TTTY14"	chrY	-	19043162	19044695	19043162	19043346	19044661	19044695	6	30	0			148	74	NA	NA	1.0		NA
16	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154449882	154449931	16	30	33			148	74	NA	NA	0.313		NA
17	"ENSG00000147403.18"	"RPL10"	chrX	+	154398376	154398542	154398376	154398394	154398496	154398542	17	128	818			148	74	NA	NA	0.073		NA
18	"ENSG00000147403.18"	"RPL10"	chrX	+	154399337	154399594	154399337	154399396	154399486	154399594	18	198	3712			148	74	NA	NA	0.026		NA
19	"ENSG00000147403.18"	"RPL10"	chrX	+	154399802	154400626	154399802	154399941	154400463	154400626	19	270	7109			148	74	NA	NA	0.019		NA
20	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154350908	154351696	20	188	1536			148	74	NA	NA	0.058		NA
21	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696	21	214	2			148	74	NA	NA	0.982		NA
22	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154350908	154351041	154351580	154351696	22	212	1428			148	74	NA	NA	0.069		NA
23	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154365744	154365801	154366023	154366224	23	223	2			148	74	NA	NA	0.982		NA
24	"ENSG00000102032.13"	"RENBP"	chrX	-	153944079	153944418	153944079	153944155	153944308	153944418	24	5	22			148	74	NA	NA	0.102		NA
25	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932315	153932431	25	37	102			148	74	NA	NA	0.154		NA
26	"ENSG00000180879.14"	"SSR4"	chrX	+	153798070	153798493	153798070	153798136	153798328	153798493	26	7	139			148	74	NA	NA	0.025		NA
27	"ENSG00000184343.11"	"SRPK3"	chrX	+	153781115	153781346	153781115	153781145	153781282	153781346	27	11	0			148	74	NA	NA	1.0		NA
30	"ENSG00000198753.12"	"PLXNB3"	chrX	+	153777527	153778095	153777527	153777688	153777947	153778095	30	1	11			148	74	NA	NA	0.043		NA
31	"ENSG00000063587.15"	"ZNF275"	chrX	+	153346818	153352926	153346818	153347655	153347753	153352926	31	35	0			148	74	NA	NA	1.0		NA
38	"ENSG00000171100.16"	"MTM1"	chrX	+	150660370	150663609	150660370	150660484	150663432	150663609	38	4	28			148	74	NA	NA	0.067		NA
42	"ENSG00000147274.14"	"RBMX"	chrX	-	136872267	136875168	136872267	136872345	136875085	136875168	42	183	54			148	74	NA	NA	0.629		NA
43	"ENSG00000147274.14"	"RBMX"	chrX	-	136879016	136879453	136879016	136879123	136879318	136879453	43	33	304			148	74	NA	NA	0.051		NA
44	"ENSG00000147274.14"	"RBMX"	chrX	-	136879016	136879453	136879016	136879158	136879318	136879453	44	35	5			148	74	NA	NA	0.778		NA
47	"ENSG00000156531.18"	"PHF6"	chrX	+	134425200	134428768	134425200	134425330	134426161	134428768	47	103	1			148	74	NA	NA	0.981		NA
48	"ENSG00000102034.18"	"ELF4"	chrX	-	130081255	130081539	130081255	130081312	130081436	130081539	48	152	0			148	74	NA	NA	1.0		NA
49	"ENSG00000101972.20"	"STAG2"	chrX	+	124090574	124090964	124090574	124090764	124090853	124090964	49	23	13			148	74	NA	NA	0.469		NA
50	"ENSG00000158290.19"	"CUL4B"	chrX	-	120538123	120538770	120538123	120538209	120538659	120538770	50	12	80			148	74	NA	NA	0.07		NA
52	"ENSG00000101843.19"	"PSMD10"	chrX	-	108087952	108088099	108087952	108087972	108088095	108088099	52	124	0			148	74	NA	NA	1.0		NA
53	"ENSG00000147224.13"	"PRPS1"	chrX	+	107649939	107651026	107649939	107650522	107650577	107651026	53	50	3			129	74	NA	NA	0.905		NA
58	"ENSG00000126953.8"	"TIMM8A"	chrX	-	101345660	101348401	101345660	101346660	101348060	101348401	58	12	0			148	74	NA	NA	1.0		NA
59	"ENSG00000187325.5"	"TAF9B"	chrX	-	78137748	78138098	78137748	78137883	78137961	78138098	59	17	13			148	74	NA	NA	0.395		NA
60	"ENSG00000225470.8"	"JPX"	chrX	+	73944338	73944662	73944338	73944465	73944583	73944662	60	7	45			148	74	NA	NA	0.072		NA
61	"ENSG00000225470.8"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73998953	74000496	61	5	9			148	74	NA	NA	0.217		NA
62	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	73999669	73998953	73999051	73999185	73999669	62	17	0			148	74	NA	NA	1.0		NA
63	"ENSG00000225470.8"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73999354	74000496	63	10	0			148	74	NA	NA	1.0		NA
67	"ENSG00000147162.14"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023	67	823	25			148	74	NA	NA	0.943		NA
68	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71424066	71423116	71423239	71423973	71424066	68	29	25			148	74	NA	NA	0.367		NA
69	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71424066	71423116	71423264	71423973	71424066	69	32	2			148	74	NA	NA	0.889		NA
70	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71424066	71423116	71423239	71424016	71424066	70	49	0			148	74	NA	NA	1.0		NA
71	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148206	71147549	71147627	71148062	71148206	71	18	0			148	74	NA	NA	1.0		NA
72	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148905	71147549	71148206	71148845	71148905	72	17	0			148	74	NA	NA	1.0		NA
73	"ENSG00000184634.17"	"MED12"	chrX	+	71123593	71124388	71123593	71123720	71124158	71124388	73	66	90			148	74	NA	NA	0.268		NA
74	"ENSG00000184634.17"	"MED12"	chrX	+	71123593	71124388	71123593	71123720	71124278	71124388	74	137	0			148	74	NA	NA	1.0		NA
75	"ENSG00000184634.17"	"MED12"	chrX	+	71127335	71128120	71127335	71127467	71127847	71128120	75	48	0			148	74	NA	NA	1.0		NA
76	"ENSG00000184634.17"	"MED12"	chrX	+	71127335	71128120	71127335	71127467	71127892	71128120	76	49	94			148	74	NA	NA	0.207		NA
77	"ENSG00000184634.17"	"MED12"	chrX	+	71128295	71129215	71128295	71128440	71128597	71129215	77	21	122			148	74	NA	NA	0.079		NA
78	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71129215	71128597	71128718	71129113	71129215	78	49	95			148	74	NA	NA	0.205		NA
79	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71129215	71128597	71128853	71129113	71129215	79	66	0			148	74	NA	NA	1.0		NA
80	"ENSG00000184634.17"	"MED12"	chrX	+	71129113	71129429	71129113	71129215	71129315	71129429	80	63	84			148	74	NA	NA	0.273		NA
81	"ENSG00000184634.17"	"MED12"	chrX	+	71129679	71130214	71129679	71129855	71130011	71130214	81	55	2			148	74	NA	NA	0.932		NA
82	"ENSG00000184634.17"	"MED12"	chrX	+	71129679	71130214	71129679	71129855	71130034	71130214	82	50	85			148	74	NA	NA	0.227		NA
83	"ENSG00000184634.17"	"MED12"	chrX	+	71132072	71132538	71132072	71132206	71132376	71132538	83	47	35			148	74	NA	NA	0.402		NA
84	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137383	71137557	71137635	84	21	14			148	74	NA	NA	0.429		NA
85	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137392	71137557	71137635	85	20	41			148	74	NA	NA	0.196		NA
86	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137383	71137560	71137635	86	22	2			148	74	NA	NA	0.846		NA
87	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137392	71137560	71137635	87	21	2			148	74	NA	NA	0.84		NA
88	"ENSG00000184634.17"	"MED12"	chrX	+	71137725	71137943	71137725	71137780	71137855	71137943	88	118	10			148	74	NA	NA	0.855		NA
89	"ENSG00000184634.17"	"MED12"	chrX	+	71141229	71141964	71141229	71141370	71141882	71141964	89	6	13			148	74	NA	NA	0.188		NA
91	"ENSG00000147168.13"	"IL2RG"	chrX	-	71110155	71110688	71110155	71110295	71110503	71110688	91	105	803			148	74	NA	NA	0.061		NA
93	"ENSG00000120509.11"	"PDZD11"	chrX	-	70289254	70289593	70289254	70289354	70289521	70289593	93	5	5			148	74	NA	NA	0.333		NA
94	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522285	65517986	65518073	65520701	65522285	94	67	0			148	74	NA	NA	1.0		NA
95	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522285	65517986	65518465	65520701	65522285	95	22	1			148	74	NA	NA	0.917		NA
96	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65522285	65520701	65520817	65521147	65522285	96	39	0			148	74	NA	NA	1.0		NA
97	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65523707	65520701	65520817	65523559	65523707	97	27	2			148	74	NA	NA	0.871		NA
98	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65523707	65522430	65522493	65523559	65523707	98	24	6			148	74	NA	NA	0.667		NA
99	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65523707	65522430	65522605	65523559	65523707	99	39	0			148	74	NA	NA	1.0		NA
