ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ENSG00000012817.16"	"KDM5D"	chrY	-	19709450	19710260	19709450	19709809	19710375	19710472	1	55	24			148	74	NA	NA	0.534		NA
2	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715822	19716111	19715822	19716004	19716278	19716473	2	32	64			148	74	NA	NA	0.2		NA
3	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715822	19716111	19715822	19716004	19716595	19716715	3	30	2			148	74	NA	NA	0.882		NA
4	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19588369	19588650	19588542	19588650	19587209	19587507	4	61	1			148	74	NA	NA	0.968		NA
5	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19588369	19589612	19589520	19589612	19587209	19587507	5	40	29			148	74	NA	NA	0.408		NA
6	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19591779	19591959	19591919	19591959	19589520	19589612	6	61	1			148	74	NA	NA	0.968		NA
16	"ENSG00000203879.12"	"GDI1"	chrX	+	154438475	154438630	154438522	154438630	154437153	154437299	16	2	68			121	74	NA	NA	0.018		NA
17	"ENSG00000147403.18"	"RPL10"	chrX	+	154399802	154400626	154400463	154400626	154399486	154399594	17	6023	1			148	74	NA	NA	1.0		NA
18	"ENSG00000196924.19"	"FLNA"	chrX	-	154353000	154353221	154353000	154353204	154353295	154353457	18	9	1105			91	74	NA	NA	0.007		NA
19	"ENSG00000196924.19"	"FLNA"	chrX	-	154365135	154365259	154365135	154365257	154365348	154365486	19	986	0			76	74	NA	NA	1.0		NA
20	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154365744	154365801	154366307	154366470	20	1122	1			148	74	NA	NA	0.998		NA
21	"ENSG00000169057.24"	"MECP2"	chrX	-	154056940	154057254	154056940	154057179	154057742	154057842	21	22	1			148	74	NA	NA	0.917		NA
22	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058548	154058398	154058522	154092183	154092307	22	12	0			100	74	NA	NA	1.0		NA
23	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058566	154058398	154058522	154092183	154092307	23	21	0			118	74	NA	NA	1.0		NA
25	"ENSG00000172534.14"	"HCFC1"	chrX	-	153951840	153952161	153951840	153952158	153952513	153952958	25	16	95			77	74	NA	NA	0.139		NA
26	"ENSG00000172534.14"	"HCFC1"	chrX	-	153952513	153953090	153952513	153952958	153953606	153953770	26	52	63			148	74	NA	NA	0.292		NA
27	"ENSG00000102032.13"	"RENBP"	chrX	-	153942854	153943079	153942854	153943034	153943545	153943718	27	50	0			119	74	NA	NA	1.0		NA
30	"ENSG00000147394.19"	"ZNF185"	chrX	+	152920706	152920748	152920709	152920748	152920327	152920411	30	6	5			77	74	NA	NA	0.536		NA
33	"ENSG00000171100.16"	"MTM1"	chrX	+	150649715	150649901	150649776	150649901	150645682	150645871	33	44	0			135	74	NA	NA	1.0		NA
34	"ENSG00000171100.16"	"MTM1"	chrX	+	150659663	150659756	150659670	150659756	150657820	150658027	34	16	0			81	74	NA	NA	1.0		NA
36	"ENSG00000197620.11"	"EOLA1"	chrX	+	149545601	149545883	149545767	149545883	149545367	149545500	36	41	0			148	74	NA	NA	1.0		NA
37	"ENSG00000147274.14"	"RBMX"	chrX	-	136877914	136878086	136877914	136877964	136879016	136879123	37	919	4			148	74	NA	NA	0.991		NA
38	"ENSG00000147274.14"	"RBMX"	chrX	-	136879016	136879158	136879016	136879123	136879318	136879453	38	14	304			109	74	NA	NA	0.03		NA
39	"ENSG00000156504.17"	"PABIR2"	chrX	-	134785885	134785950	134785885	134785947	134787471	134787533	39	45	26			77	74	NA	NA	0.625		NA
41	"ENSG00000156531.18"	"PHF6"	chrX	+	134413487	134413657	134413490	134413657	134393908	134393952	41	16	89			77	74	NA	NA	0.147		NA
44	"ENSG00000125676.20"	"THOC2"	chrX	-	123600568	123603748	123600568	123601338	123610917	123610963	44	37	26			148	74	NA	NA	0.416		NA
45	"ENSG00000125676.20"	"THOC2"	chrX	-	123610917	123610963	123610917	123610957	123611439	123611516	45	33	11			80	74	NA	NA	0.735		NA
46	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619517	123619400	123619436	123620092	123620205	46	28	6			148	74	NA	NA	0.7		NA
47	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619517	123619400	123619436	123620906	123620965	47	34	51			148	74	NA	NA	0.25		NA
48	"ENSG00000125676.20"	"THOC2"	chrX	-	123696720	123696842	123696720	123696835	123697680	123697751	48	75	0			81	74	NA	NA	1.0		NA
49	"ENSG00000158290.19"	"CUL4B"	chrX	-	120543726	120543964	120543726	120543809	120544113	120544203	49	1	103			148	74	NA	NA	0.005		NA
50	"ENSG00000158290.19"	"CUL4B"	chrX	-	120544480	120544643	120544480	120544550	120545443	120545517	50	141	2			148	74	NA	NA	0.972		NA
52	"ENSG00000077721.16"	"UBE2A"	chrX	+	119574900	119574981	119574907	119574981	119574562	119574755	52	63	4			81	74	NA	NA	0.935		NA
53	"ENSG00000077721.16"	"UBE2A"	chrX	+	119582587	119582676	119582596	119582676	119581506	119581596	53	161	1			83	74	NA	NA	0.993		NA
54	"ENSG00000077713.19"	"SLC25A43"	chrX	+	119451849	119452143	119452008	119452143	119410189	119410362	54	4	11			148	74	NA	NA	0.154		NA
56	"ENSG00000131725.14"	"WDR44"	chrX	+	118443559	118443687	118443583	118443687	118442564	118442680	56	36	2			98	74	NA	NA	0.931		NA
57	"ENSG00000101901.12"	"ALG13"	chrX	+	111682131	111682294	111682235	111682294	111681169	111681424	57	74	4			148	74	NA	NA	0.902		NA
58	"ENSG00000160219.12"	"GAB3"	chrX	-	154713206	154713426	154713206	154713423	154716025	154716329	58	24	14			77	74	NA	NA	0.622		NA
62	"ENSG00000147224.13"	"PRPS1"	chrX	+	107640901	107641000	107640903	107641000	107639294	107639478	62	104	6			76	74	NA	NA	0.944		NA
63	"ENSG00000147224.13"	"PRPS1"	chrX	+	107645176	107645350	107645197	107645350	107642365	107642490	63	109	1			95	74	NA	NA	0.988		NA
67	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103678498	103678600	103684680	103684729	67	36	22			94	74	NA	NA	0.563		NA
68	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678600	103684680	103684729	68	102	22			125	74	NA	NA	0.733		NA
69	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678620	103684680	103684729	69	71	5			105	74	NA	NA	0.909		NA
70	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103678498	103678600	103685170	103685260	70	40	57			94	74	NA	NA	0.356		NA
71	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678600	103685170	103685260	71	121	57			125	74	NA	NA	0.557		NA
72	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678620	103685170	103685260	72	90	9			105	74	NA	NA	0.876		NA
79	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101895813	101895882	101895813	101895879	101897867	101898042	79	23	13			77	74	NA	NA	0.63		NA
82	"ENSG00000126953.8"	"TIMM8A"	chrX	-	101345660	101348401	101345660	101346660	101348532	101348742	82	6	12			148	74	NA	NA	0.2		NA
86	"ENSG00000225470.8"	"JPX"	chrX	+	73994839	73994961	73994863	73994961	73944583	73944662	86	10	0			98	74	NA	NA	1.0		NA
91	"ENSG00000225470.8"	"JPX"	chrX	+	73998767	74000496	73998953	74000496	73994839	73994961	91	14	0			148	74	NA	NA	1.0		NA
92	"ENSG00000225470.8"	"JPX"	chrX	+	73998767	74000496	73999354	74000496	73994839	73994961	92	19	0			148	74	NA	NA	1.0		NA
93	"ENSG00000225470.8"	"JPX"	chrX	+	73998767	74000496	73999608	74000496	73994839	73994961	93	27	0			148	74	NA	NA	1.0		NA
95	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	74000496	73999608	74000496	73994839	73994961	95	14	0			148	74	NA	NA	1.0		NA
96	"ENSG00000225470.8"	"JPX"	chrX	+	73999354	74000496	73999608	74000496	73994839	73994961	96	14	0			148	74	NA	NA	1.0		NA
97	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	73999695	73999092	73999695	73998767	73998844	97	14	0			148	74	NA	NA	1.0		NA
98	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	74000205	73999608	74000205	73998767	73998844	98	23	0			148	74	NA	NA	1.0		NA
99	"ENSG00000225470.8"	"JPX"	chrX	+	73998953	74000495	73999354	74000495	73998767	73998844	99	15	0			148	74	NA	NA	1.0		NA
101	"ENSG00000230590.12"	"FTX"	chrX	-	74202650	74203953	74202650	74203909	74274341	74274410	101	9	1			118	74	NA	NA	0.849		NA
102	"ENSG00000230590.12"	"FTX"	chrX	-	74274341	74274410	74274341	74274371	74280393	74280494	102	24	0			113	74	NA	NA	1.0		NA
103	"ENSG00000230590.12"	"FTX"	chrX	-	74274341	74274457	74274341	74274371	74280393	74280494	103	28	0			148	74	NA	NA	1.0		NA
104	"ENSG00000230590.12"	"FTX"	chrX	-	74274341	74274457	74274341	74274410	74280393	74280494	104	18	9			121	74	NA	NA	0.55		NA
105	"ENSG00000230590.12"	"FTX"	chrX	-	74280930	74281085	74280930	74281001	74281701	74281848	105	142	0			148	74	NA	NA	1.0		NA
108	"ENSG00000147099.21"	"HDAC8"	chrX	-	72329567	72330876	72329567	72330076	72351732	72351838	108	2	15			148	74	NA	NA	0.063		NA
110	"ENSG00000147099.21"	"HDAC8"	chrX	-	72462003	72462098	72462003	72462095	72464558	72464731	110	18	1			77	74	NA	NA	0.945		NA
112	"ENSG00000147099.21"	"HDAC8"	chrX	-	72462003	72462102	72462003	72462098	72464558	72464731	112	1	18			78	74	NA	NA	0.05		NA
113	"ENSG00000147099.21"	"HDAC8"	chrX	-	72490928	72491006	72490928	72491000	72495155	72495268	113	35	0			80	74	NA	NA	1.0		NA
114	"ENSG00000147099.21"	"HDAC8"	chrX	-	72495155	72495268	72495155	72495266	72567888	72568030	114	27	1			76	74	NA	NA	0.963		NA
115	"ENSG00000147162.14"	"OGT"	chrX	+	71536177	71536358	71536207	71536358	71533103	71533336	115	374	19			104	74	NA	NA	0.933		NA
116	"ENSG00000147162.14"	"OGT"	chrX	+	71544566	71548023	71547906	71548023	71537828	71538072	116	639	10			148	74	NA	NA	0.97		NA
117	"ENSG00000147133.17"	"TAF1"	chrX	+	71376949	71377191	71377012	71377191	71375166	71375286	117	64	7			137	74	NA	NA	0.832		NA
118	"ENSG00000147133.17"	"TAF1"	chrX	+	71392870	71392994	71392874	71392994	71392568	71392718	118	3	44			78	74	NA	NA	0.061		NA
119	"ENSG00000147133.17"	"TAF1"	chrX	+	71397252	71397466	71397255	71397466	71394066	71394245	119	46	4			77	74	NA	NA	0.917		NA
120	"ENSG00000147133.17"	"TAF1"	chrX	+	71423973	71424066	71424016	71424066	71423116	71423239	120	57	0			117	74	NA	NA	1.0		NA
122	"ENSG00000184634.17"	"MED12"	chrX	+	71119338	71119477	71119372	71119477	71118595	71118853	122	17	60			108	74	NA	NA	0.163		NA
123	"ENSG00000184634.17"	"MED12"	chrX	+	71119685	71119877	71119690	71119877	71119372	71119477	123	103	4			79	74	NA	NA	0.96		NA
124	"ENSG00000184634.17"	"MED12"	chrX	+	71124158	71124388	71124278	71124388	71123593	71123720	124	198	0			148	74	NA	NA	1.0		NA
125	"ENSG00000184634.17"	"MED12"	chrX	+	71127847	71128120	71127892	71128120	71127335	71127467	125	11	94			119	74	NA	NA	0.068		NA
126	"ENSG00000184634.17"	"MED12"	chrX	+	71130011	71130214	71130034	71130214	71129679	71129855	126	5	85			97	74	NA	NA	0.043		NA
127	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137383	71137233	71137383	71136878	71137029	127	95	3			121	74	NA	NA	0.951		NA
128	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137557	71137635	71136878	71137029	128	79	5			148	74	NA	NA	0.888		NA
129	"ENSG00000184634.17"	"MED12"	chrX	+	71137557	71137635	71137560	71137635	71137186	71137383	129	15	2			77	74	NA	NA	0.878		NA
130	"ENSG00000184634.17"	"MED12"	chrX	+	71137557	71137635	71137560	71137635	71137186	71137392	130	42	2			77	74	NA	NA	0.953		NA
131	"ENSG00000184634.17"	"MED12"	chrX	+	71137761	71137943	71137855	71137943	71137186	71137392	131	45	0			148	74	NA	NA	1.0		NA
132	"ENSG00000184634.17"	"MED12"	chrX	+	71140634	71140857	71140647	71140857	71137855	71137943	132	46	0			87	74	NA	NA	1.0		NA
136	"ENSG00000001497.18"	"LAS1L"	chrX	-	65514822	65514973	65514822	65514970	65517986	65518465	136	36	5			77	74	NA	NA	0.874		NA
137	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65518465	65517986	65518073	65520701	65522285	137	54	0			148	74	NA	NA	1.0		NA
138	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522285	65517986	65518465	65522430	65522493	138	10	3			148	74	NA	NA	0.625		NA
139	"ENSG00000001497.18"	"LAS1L"	chrX	-	65517986	65522313	65517986	65518465	65522430	65522493	139	9	3			148	74	NA	NA	0.6		NA
141	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65522285	65520701	65520817	65522430	65522493	141	19	1			148	74	NA	NA	0.905		NA
142	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65522605	65522430	65522493	65523559	65523707	142	14	6			148	74	NA	NA	0.538		NA
143	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65522926	65522430	65522493	65523559	65523707	143	14	6			148	74	NA	NA	0.538		NA
144	"ENSG00000001497.18"	"LAS1L"	chrX	-	65522430	65522926	65522430	65522605	65523559	65523707	144	29	0			148	74	NA	NA	1.0		NA
145	"ENSG00000001497.18"	"LAS1L"	chrX	-	65523559	65523876	65523559	65523707	65524055	65524614	145	5	65			148	74	NA	NA	0.037		NA
146	"ENSG00000001497.18"	"LAS1L"	chrX	-	65524055	65524614	65524055	65524262	65524964	65525050	146	33	47			148	74	NA	NA	0.26		NA
147	"ENSG00000131089.17"	"ARHGEF9"	chrX	-	63655493	63658064	63655493	63655737	63665885	63666017	147	0	25			148	74	NA	NA	0.0		NA
148	"ENSG00000235437.9"	"LINC01278"	chrX	-	63426557	63428981	63426557	63426996	63432363	63432491	148	25	9			148	74	NA	NA	0.581		NA
149	"ENSG00000235437.9"	"LINC01278"	chrX	-	63426581	63430965	63426581	63427874	63432363	63432491	149	14	0			148	74	NA	NA	1.0		NA
165	"ENSG00000130119.17"	"GNL3L"	chrX	+	54543145	54543342	54543206	54543342	54542954	54543038	165	7	88			135	74	NA	NA	0.042		NA
168	"ENSG00000126012.13"	"KDM5C"	chrX	-	53198489	53198888	53198489	53198637	53198976	53199158	168	192	1			148	74	NA	NA	0.99		NA
169	"ENSG00000126012.13"	"KDM5C"	chrX	-	53211496	53211906	53211496	53211655	53214688	53214847	169	161	2			148	74	NA	NA	0.976		NA
170	"ENSG00000126012.13"	"KDM5C"	chrX	-	53217142	53217277	53217142	53217274	53217795	53217966	170	161	45			77	74	NA	NA	0.775		NA
174	"ENSG00000049769.14"	"PPP1R3F"	chrX	+	49281980	49282063	49281983	49282063	49281405	49281461	174	8	3			77	74	NA	NA	0.719		NA
177	"ENSG00000101997.13"	"CCDC22"	chrX	+	49242015	49242148	49242065	49242148	49237085	49237263	177	48	0			124	74	NA	NA	1.0		NA
180	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48903183	48905482	48903183	48903465	48906391	48906543	180	25	0			148	74	NA	NA	1.0		NA
181	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48904745	48905482	48904745	48904892	48906391	48906543	181	47	12			148	74	NA	NA	0.662		NA
182	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48906391	48906543	48906391	48906508	48909813	48909996	182	72	0			109	74	NA	NA	1.0		NA
183	"ENSG00000126768.12"	"TIMM17B"	chrX	-	48895351	48895501	48895351	48895454	48896758	48896858	183	10	0			121	74	NA	NA	1.0		NA
184	"ENSG00000126768.12"	"TIMM17B"	chrX	-	48895351	48895972	48895351	48895454	48896758	48896858	184	18	0			148	74	NA	NA	1.0		NA
185	"ENSG00000126768.12"	"TIMM17B"	chrX	-	48895351	48895972	48895351	48895501	48896758	48896858	185	18	3			148	74	NA	NA	0.75		NA
186	"ENSG00000102145.15"	"GATA1"	chrX	+	48793792	48794311	48794133	48794311	48793171	48793297	186	924	54			148	74	NA	NA	0.895		NA
188	"ENSG00000101940.18"	"WDR13"	chrX	+	48598716	48598957	48598750	48598957	48597957	48598037	188	65	5			108	74	NA	NA	0.899		NA
