ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ENSG00000012817.16"	"KDM5D"	chrY	-	19709450	19710260	19709450	19709809	19710375	19710472	1	36	36			148	74	NA	NA	0.333		NA
2	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715822	19716111	19715822	19716004	19716278	19716473	2	70	49			148	74	NA	NA	0.417		NA
3	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715822	19716111	19715822	19716004	19716595	19716715	3	63	13			148	74	NA	NA	0.708		NA
4	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19588369	19588650	19588542	19588650	19587209	19587507	4	20	1			148	74	NA	NA	0.909		NA
5	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19588369	19589612	19589520	19589612	19587209	19587507	5	23	30			148	74	NA	NA	0.277		NA
6	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19591779	19591959	19591919	19591959	19589520	19589612	6	45	0			148	74	NA	NA	1.0		NA
7	"ENSG00000183878.16"	"UTY"	chrY	-	13358463	13358619	13358463	13358553	13359087	13359222	7	13	0			140	74	NA	NA	1.0		NA
8	"ENSG00000183878.16"	"UTY"	chrY	-	13358463	13358619	13358463	13358553	13359766	13359986	8	15	1			140	74	NA	NA	0.888		NA
16	"ENSG00000203879.12"	"GDI1"	chrX	+	154438475	154438630	154438522	154438630	154437153	154437299	16	3	25			121	74	NA	NA	0.068		NA
17	"ENSG00000196924.19"	"FLNA"	chrX	-	154353000	154353221	154353000	154353204	154353295	154353457	17	9	702			91	74	NA	NA	0.01		NA
18	"ENSG00000196924.19"	"FLNA"	chrX	-	154365135	154365259	154365135	154365257	154365348	154365486	18	609	0			76	74	NA	NA	1.0		NA
19	"ENSG00000169057.24"	"MECP2"	chrX	-	154056940	154057254	154056940	154057179	154057742	154057842	19	55	5			148	74	NA	NA	0.846		NA
20	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058548	154058398	154058522	154092183	154092307	20	16	0			100	74	NA	NA	1.0		NA
21	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058566	154058398	154058522	154092183	154092307	21	34	0			118	74	NA	NA	1.0		NA
22	"ENSG00000169057.24"	"MECP2"	chrX	-	154058398	154058566	154058398	154058548	154092183	154092307	22	18	0			92	74	NA	NA	1.0		NA
23	"ENSG00000172534.14"	"HCFC1"	chrX	-	153951840	153952161	153951840	153952158	153952513	153952958	23	13	66			77	74	NA	NA	0.159		NA
24	"ENSG00000172534.14"	"HCFC1"	chrX	-	153952513	153953090	153952513	153952958	153953606	153953770	24	25	53			148	74	NA	NA	0.191		NA
25	"ENSG00000102032.13"	"RENBP"	chrX	-	153942854	153943079	153942854	153943034	153943545	153943718	25	20	0			119	74	NA	NA	1.0		NA
30	"ENSG00000171100.16"	"MTM1"	chrX	+	150649715	150649901	150649776	150649901	150645682	150645871	30	33	0			135	74	NA	NA	1.0		NA
31	"ENSG00000171100.16"	"MTM1"	chrX	+	150659663	150659756	150659670	150659756	150657820	150658027	31	14	0			81	74	NA	NA	1.0		NA
33	"ENSG00000197620.11"	"EOLA1"	chrX	+	149545601	149545883	149545767	149545883	149545367	149545500	33	35	1			148	74	NA	NA	0.946		NA
34	"ENSG00000147274.14"	"RBMX"	chrX	-	136877914	136878086	136877914	136877964	136879016	136879123	34	608	6			148	74	NA	NA	0.981		NA
35	"ENSG00000147274.14"	"RBMX"	chrX	-	136879016	136879158	136879016	136879123	136879318	136879453	35	5	237			109	74	NA	NA	0.014		NA
36	"ENSG00000156504.17"	"PABIR2"	chrX	-	134785885	134785950	134785885	134785947	134787471	134787533	36	25	28			77	74	NA	NA	0.462		NA
38	"ENSG00000156531.18"	"PHF6"	chrX	+	134413487	134413657	134413490	134413657	134393908	134393952	38	72	234			77	74	NA	NA	0.228		NA
41	"ENSG00000125676.20"	"THOC2"	chrX	-	123600568	123603748	123600568	123601338	123610917	123610963	41	11	27			148	74	NA	NA	0.169		NA
42	"ENSG00000125676.20"	"THOC2"	chrX	-	123610917	123610963	123610917	123610957	123611439	123611516	42	24	14			80	74	NA	NA	0.613		NA
43	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619517	123619400	123619436	123620906	123620965	43	38	31			148	74	NA	NA	0.38		NA
44	"ENSG00000125676.20"	"THOC2"	chrX	-	123696720	123696842	123696720	123696835	123697680	123697751	44	81	1			81	74	NA	NA	0.987		NA
45	"ENSG00000158290.19"	"CUL4B"	chrX	-	120543726	120543964	120543726	120543809	120544113	120544203	45	6	97			148	74	NA	NA	0.03		NA
