ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4	"ENSG00000012817.16"	"KDM5D"	chrY	-	19708243	19708423	19708321	19708423	19707933	19708071	4	151	4			148	74	NA	NA	0.95		NA
5	"ENSG00000012817.16"	"KDM5D"	chrY	-	19715583	19715739	19715614	19715739	19710375	19710472	5	32	4			105	74	NA	NA	0.849		NA
6	"ENSG00000131002.13"	"TXLNGY"	chrY	+	19567349	19567570	19567349	19567482	19587209	19587507	6	10	12			148	74	NA	NA	0.294		NA
8	"ENSG00000176728.10"	"TTTY14"	chrY	-	19044541	19044695	19044661	19044695	19043162	19043346	8	23	0			148	74	NA	NA	1.0		NA
9	"ENSG00000183878.16"	"UTY"	chrY	-	13355002	13355398	13355374	13355398	13335562	13336335	9	190	1			148	74	NA	NA	0.99		NA
15	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	15	90	428			148	74	NA	NA	0.095		NA
16	"ENSG00000169057.24"	"MECP2"	chrX	-	154033438	154034174	154033923	154034174	154032458	154032557	16	9	1			148	74	NA	NA	0.818		NA
17	"ENSG00000102032.13"	"RENBP"	chrX	-	153944079	153944155	153944121	153944155	153943894	153943970	17	10	0			116	74	NA	NA	1.0		NA
19	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	19	73	1			148	74	NA	NA	0.973		NA
20	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	20	81	4			92	74	NA	NA	0.942		NA
25	"ENSG00000185825.17"	"BCAP31"	chrX	-	153702934	153703058	153703039	153703058	153702006	153702107	25	309	0			148	74	NA	NA	1.0		NA
26	"ENSG00000185825.17"	"BCAP31"	chrX	-	153724260	153724388	153724333	153724388	153723152	153723288	26	2	94			147	74	NA	NA	0.011		NA
34	"ENSG00000197021.9"	"EOLA2"	chrX	-	149937413	149937480	149937432	149937480	149934004	149934137	34	15	33			93	74	NA	NA	0.266		NA
35	"ENSG00000197620.11"	"EOLA1"	chrX	+	149542018	149542085	149542018	149542066	149545367	149545500	35	5	5			93	74	NA	NA	0.443		NA
41	"ENSG00000101972.20"	"STAG2"	chrX	+	124090574	124090964	124090574	124090764	124094017	124094144	41	9	126			148	74	NA	NA	0.034		NA
42	"ENSG00000125676.20"	"THOC2"	chrX	-	123620374	123620965	123620906	123620965	123619400	123619436	42	22	31			148	74	NA	NA	0.262		NA
43	"ENSG00000125676.20"	"THOC2"	chrX	-	123706853	123706949	123706857	123706949	123703453	123703505	43	0	51			78	74	NA	NA	0.0		NA
44	"ENSG00000232119.8"	"MCTS1"	chrX	+	120608224	120608463	120608224	120608358	120611010	120611078	44	11	33			148	74	NA	NA	0.143		NA
45	"ENSG00000158290.19"	"CUL4B"	chrX	-	120538117	120538209	120538123	120538209	120536926	120537034	45	14	63			80	74	NA	NA	0.171		NA
49	"ENSG00000101901.12"	"ALG13"	chrX	+	111681169	111681424	111681169	111681299	111682131	111682294	49	31	8			148	74	NA	NA	0.66		NA
50	"ENSG00000101901.12"	"ALG13"	chrX	+	111682131	111682294	111682131	111682235	111684964	111685103	50	87	1			133	74	NA	NA	0.98		NA
51	"ENSG00000101901.12"	"ALG13"	chrX	+	111682131	111682300	111682131	111682235	111684964	111685103	51	45	1			139	74	NA	NA	0.96		NA
52	"ENSG00000101901.12"	"ALG13"	chrX	+	111682131	111682300	111682131	111682294	111684964	111685103	52	3	45			80	74	NA	NA	0.058		NA
56	"ENSG00000147224.13"	"PRPS1"	chrX	+	107628427	107628750	107628427	107628482	107639294	107639478	56	76	0			148	74	NA	NA	1.0		NA
60	"ENSG00000271147.8"	"ARMCX5-GPRASP2"	chrX	+	102599705	102599859	102599705	102599847	102601463	102601509	60	2	15			86	74	NA	NA	0.103		NA
63	"ENSG00000225470.8"	"JPX"	chrX	+	73944317	73944465	73944317	73944414	73944583	73944662	63	76	2			125	74	NA	NA	0.957		NA
64	"ENSG00000225470.8"	"JPX"	chrX	+	73944341	73944465	73944341	73944414	73994839	73994961	64	34	0			125	74	NA	NA	1.0		NA
65	"ENSG00000230590.12"	"FTX"	chrX	-	74280376	74280494	74280393	74280494	74274341	74274410	65	25	6			91	74	NA	NA	0.772		NA
66	"ENSG00000230590.12"	"FTX"	chrX	-	74292168	74292351	74292325	74292351	74281701	74281848	66	25	1			148	74	NA	NA	0.926		NA
67	"ENSG00000147133.17"	"TAF1"	chrX	+	71423116	71423264	71423116	71423239	71423973	71424066	67	15	24			99	74	NA	NA	0.318		NA
68	"ENSG00000147133.17"	"TAF1"	chrX	+	71458240	71458366	71458240	71458357	71459149	71459251	68	12	0			83	74	NA	NA	1.0		NA
69	"ENSG00000147133.17"	"TAF1"	chrX	+	71458240	71458366	71458240	71458357	71459551	71459708	69	29	2			83	74	NA	NA	0.928		NA
70	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148905	71147549	71148206	71153476	71153536	70	11	0			148	74	NA	NA	1.0		NA
71	"ENSG00000184634.17"	"MED12"	chrX	+	71126968	71127241	71126968	71127132	71127335	71128120	71	23	88			148	74	NA	NA	0.116		NA
72	"ENSG00000184634.17"	"MED12"	chrX	+	71127892	71128120	71127892	71128029	71128295	71128440	72	147	2			148	74	NA	NA	0.974		NA
73	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71128853	71128597	71128718	71129113	71129215	73	54	90			148	74	NA	NA	0.231		NA
74	"ENSG00000184634.17"	"MED12"	chrX	+	71135091	71135374	71135091	71135253	71136280	71136655	74	19	34			148	74	NA	NA	0.218		NA
75	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137392	71137186	71137383	71137557	71137635	75	23	11			83	74	NA	NA	0.651		NA
77	"ENSG00000184634.17"	"MED12"	chrX	+	71137725	71137943	71137725	71137780	71140634	71140857	77	82	2			148	74	NA	NA	0.953		NA
79	"ENSG00000147168.13"	"IL2RG"	chrX	-	71110155	71110688	71110503	71110688	71109227	71109390	79	574	105			148	74	NA	NA	0.732		NA
80	"ENSG00000204165.6"	"CXorf65"	chrX	-	71106339	71106426	71106358	71106426	71105999	71106137	80	34	11			93	74	NA	NA	0.711		NA
82	"ENSG00000001497.18"	"LAS1L"	chrX	-	65520701	65523707	65523559	65523707	65517986	65518465	82	20	78			148	74	NA	NA	0.114		NA
83	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528259	65529258	65529211	65529258	65524964	65525050	83	63	7			148	74	NA	NA	0.818		NA
84	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528875	65529258	65528963	65529258	65528259	65528369	84	19	1			148	74	NA	NA	0.905		NA
85	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528875	65529258	65529211	65529258	65528259	65528369	85	20	19			148	74	NA	NA	0.345		NA
86	"ENSG00000001497.18"	"LAS1L"	chrX	-	65528963	65529258	65529211	65529258	65528259	65528369	86	21	19			148	74	NA	NA	0.356		NA
93	"ENSG00000067445.22"	"TRO"	chrX	+	54926582	54927105	54926582	54926625	54927666	54927781	93	14	1			148	74	NA	NA	0.875		NA
94	"ENSG00000067445.22"	"TRO"	chrX	+	54928602	54931031	54928602	54928710	54931203	54931431	94	13	7			148	74	NA	NA	0.481		NA
95	"ENSG00000130119.17"	"GNL3L"	chrX	+	54539039	54539500	54539039	54539101	54540134	54540242	95	7	67			148	74	NA	NA	0.05		NA
96	"ENSG00000130119.17"	"GNL3L"	chrX	+	54540134	54540242	54540134	54540238	54541272	54541389	96	75	6			78	74	NA	NA	0.922		NA
97	"ENSG00000126012.13"	"KDM5C"	chrX	-	53193772	53193851	53193781	53193851	53193436	53193636	97	48	55			83	74	NA	NA	0.438		NA
100	"ENSG00000171365.17"	"CLCN5"	chrX	+	49923406	49923741	49923406	49923482	49925170	49925314	100	5	9			148	74	NA	NA	0.217		NA
103	"ENSG00000147144.13"	"CCDC120"	chrX	+	49061958	49062117	49061958	49062058	49062234	49062325	103	16	0			133	74	NA	NA	1.0		NA
105	"ENSG00000147144.13"	"CCDC120"	chrX	+	49062234	49062325	49062234	49062289	49062467	49062601	105	13	1			110	74	NA	NA	0.897		NA
106	"ENSG00000068308.15"	"OTUD5"	chrX	-	48934695	48934867	48934710	48934867	48934463	48934612	106	7	174			89	74	NA	NA	0.032		NA
107	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48909813	48909996	48909852	48909996	48906391	48906543	107	76	1			113	74	NA	NA	0.98		NA
108	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48911468	48911646	48911506	48911646	48909813	48909996	108	24	0			112	74	NA	NA	1.0		NA
109	"ENSG00000102100.16"	"SLC35A2"	chrX	-	48911468	48911646	48911545	48911646	48909813	48909996	109	40	1			148	74	NA	NA	0.952		NA
